score,max_tile,moves
338976,16384,12871
80520,4096,3744
98248,8192,3859
330340,16384,12371
288244,16384,11003
133000,8192,5585
174672,8192,7244
356456,16384,13547
270356,16384,10244
286748,16384,10965
74776,4096,3393
290016,16384,11111
148204,8192,6076
374096,16384,14163
70068,4096,3166
363344,16384,13780
141924,8192,6083
175100,8192,7279
177384,8192,7475
286588,16384,10975
79676,4096,3663
290192,16384,11134
329828,16384,12313
61400,4096,2885
164488,8192,6784
154188,8192,6351
344204,16384,13092
257912,16384,9610
174772,8192,7278
176196,8192,7373
176848,8192,7407
172296,8192,7150
265376,16384,10023
290744,16384,11240
338992,16384,12794
61276,4096,2834
322876,16384,12106
176996,8192,7432
322912,16384,12120
37820,2048,1966
235676,16384,8742
290256,16384,11154
113104,8192,4703
129176,8192,5397
244004,16384,9162
309332,16384,11989
175528,8192,7368
375940,16384,14306
136512,8192,5808
151300,8192,6177
374268,16384,14144
133888,8192,5631
169604,8192,7022
366892,16384,13941
165540,8192,6800
314140,16384,11702
290456,16384,11204
288240,16384,10992
242696,16384,9111
168136,8192,6974
340488,16384,12866
330084,16384,12360
80492,4096,3743
265452,16384,10031
373936,16384,14171
217756,16384,7971
176852,8192,7393
169088,8192,7070
342292,16384,13008
176752,8192,7372
33800,2048,1746
243736,16384,9137
16684,1024,998
284472,16384,10832
279348,16384,10687
249700,16384,9480
155572,8192,6439
62404,4096,2944
353956,16384,13258
80880,4096,3786
383116,16384,14642
16212,1024,960
175340,8192,7299
354044,16384,13501
240296,16384,8974
356860,16384,13442
175620,8192,7356
176476,8192,7389
173028,8192,7177
104704,8192,4272
153004,8192,6283
301528,16384,11637
112728,8192,4626
246492,16384,9287
335484,16384,12630
281400,16384,10690
268628,16384,10128
277600,16384,10580
37856,2048,1976
175224,8192,7310
342284,16384,12995
132904,8192,5579
288744,16384,11066
365212,16384,13845
174752,8192,7287
337964,16384,12747
288748,16384,11062
339024,16384,12815
266376,16384,10019
177268,8192,7439
123896,8192,5118
376836,16384,14352
176904,8192,7372
263900,16384,9978
75864,4096,3474
177432,8192,7487
80364,4096,3705
286096,16384,10883
122016,4096,5395
385576,16384,14776
170884,8192,7056
289912,16384,11108
167040,8192,6865
267992,16384,10085
288384,16384,11035
374016,16384,14142
279356,16384,10698
319168,16384,11931
105544,8192,4317
81792,4096,3805
166124,8192,6974
269716,16384,10198
289904,16384,11162
342348,16384,13006
361372,16384,13624
112228,8192,4617
292044,16384,11266
362184,16384,13728
117868,8192,4885
77296,4096,3579
340844,16384,12954
316868,16384,11747
274564,16384,10384
286216,16384,10924
326976,16384,12368
155272,8192,6406
155324,8192,6395
176808,8192,7448
358252,16384,13546
79900,4096,3698
162712,8192,6678
153636,8192,6362
78164,4096,3603
107980,8192,4356
177296,8192,7463
342476,16384,13021
112696,8192,4651
112924,8192,4674
172276,8192,7134
171860,8192,7147
339100,16384,12790
373800,16384,14145
166100,8192,6964
383052,16384,14615
377748,16384,14414
284164,16384,10765
313752,16384,11599
355332,16384,13370
378892,16384,14456
361344,16384,13611
362600,16384,13706
132196,8192,5506
171736,8192,7121
334000,16384,12565
67664,4096,3059
288304,16384,11037
176884,8192,7416
177252,8192,7459
164292,8192,6770
80260,4096,3697
128688,8192,5337
364832,16384,13815
286368,16384,10926
278924,16384,10648
265592,16384,9951
87832,4096,4095
147236,8192,5993
79112,4096,3634
287464,16384,11009
176672,8192,7373
61196,4096,2866
359548,16384,13571
168100,8192,6996
342356,16384,12933
267252,16384,10063
247644,16384,9414
130788,8192,5488
382164,16384,14575
259632,16384,9670
164128,8192,6728
168192,8192,6971
285812,16384,10904
177072,8192,7440
172656,8192,7186
277636,16384,10603
247656,16384,9419
290336,16384,11181
313752,16384,11623
174996,8192,7331
331900,16384,12395
80204,4096,3698
236792,16384,8827
289476,16384,11111
166248,8192,7005
116596,8192,4872
60252,4096,2775
156664,8192,6517
286420,16384,10916
245596,16384,9281
87896,4096,4100
340696,16384,12918
124028,4096,5517
342244,16384,12918
343176,16384,13040
310840,16384,11486
34196,2048,1776
313920,16384,11660
177284,8192,7451
36112,2048,1860
174240,8192,7272
259116,16384,9628
333116,16384,12496
171788,8192,7154
175356,8192,7371
380624,16384,14463
243744,16384,9148
342940,16384,13024
275180,16384,10297
287192,16384,10997
277728,16384,10610
289372,16384,11107
171388,8192,7099
280748,16384,10667
16836,1024,1004
271164,16384,10318
373992,16384,14224
320632,16384,12239
170872,8192,7054
80356,4096,3736
153076,8192,6524
172172,8192,7197
173316,8192,7232
78088,4096,3576
213864,16384,7799
358468,16384,13535
171524,8192,7101
270296,16384,10224
329876,16384,12321
165952,8192,6862
80400,4096,3737
165516,8192,6799
338416,16384,12753
337240,16384,12694
152648,8192,6429
71476,4096,3278
362908,16384,13710
288164,16384,10964
175752,8192,7389
288804,16384,11064
259672,16384,9669
271416,16384,10301
175488,8192,7339
164180,8192,6741
333484,16384,12507
69236,4096,3160
165388,8192,6925
285868,16384,10878
156660,8192,6457
149780,8192,6160
177448,8192,7447
286376,16384,10922
275480,16384,10485
367244,16384,13991
80408,4096,3717
173308,8192,7218
377468,16384,14298
67700,4096,3048
341516,16384,12975
281200,16384,10660
176680,8192,7416
322812,16384,12094
132056,8192,5506
36120,2048,1856
288660,16384,11063
308692,16384,11382
339872,16384,12856
277540,16384,10502
289504,16384,11113
111088,8192,4572
269468,16384,10166
328736,16384,12227
297748,16384,11443
155676,8192,6471
342580,16384,13000
144936,8192,5909
289000,16384,11037
255464,16384,9452
277600,16384,10503
337632,16384,12664
380972,16384,14546
265564,16384,10199
367272,16384,13987
242244,16384,9100
340416,16384,12848
336816,16384,12705
313640,16384,11611
358284,16384,13719
175484,8192,7306
171312,8192,7079
363620,16384,13800
166308,8192,6830
325092,16384,12524
168216,8192,6980
176740,8192,7432
310660,16384,11877
313836,16384,11609
355368,16384,13274
78736,4096,3619
78784,4096,3622
385324,16384,14774
271896,16384,10341
244192,16384,9210
175304,8192,7331
290308,16384,11141
288288,16384,11079
175408,8192,7327
289812,16384,11139
176824,8192,7406
330160,16384,12379
336392,16384,12606
171228,8192,7076
163984,8192,6759
174084,8192,7278
176640,8192,7423
175380,8192,7316
176716,8192,7430
242888,16384,9137
79588,4096,3669
240388,16384,8940
321416,16384,12048
341436,16384,12980
270548,16384,10270
176708,8192,7424
192280,8192,8113
113008,8192,4688
242864,16384,9158
280984,16384,10641
124268,8192,5163
157204,8192,6550
176640,8192,7402
354136,16384,13265
164304,8192,6770
166352,8192,7027
339856,16384,12826
80536,4096,3718
164332,8192,6774
322828,16384,12147
164472,8192,6780
264196,16384,9904
340124,16384,12898
176972,8192,7458
275852,16384,10590
316064,16384,11768
361656,16384,13677
310872,16384,11391
333692,16384,12528
115784,8192,4803
381096,16384,14569
304152,16384,11735
172608,8192,7180
78640,4096,3611
176264,8192,7361
289724,16384,11087
177276,8192,7449
320628,16384,11976
360236,16384,13562
294176,16384,11382
338432,16384,12780
166032,8192,6827
176792,8192,7385
110640,8192,4551
333272,16384,12562
363860,16384,13764
330632,16384,12369
77920,4096,3574
166112,8192,6820
271128,16384,10304
318524,16384,11862
153936,8192,6335
37072,2048,1920
381120,16384,14501
254376,16384,9690
74700,4096,3439
354036,16384,13268
379892,16384,14527
341100,16384,12891
200176,8192,7847
338156,16384,12733
275536,16384,10353
281148,16384,10671
162200,8192,6816
289236,16384,11091
130304,8192,5404
290364,16384,11181
314036,16384,11666
80380,4096,3722
338068,16384,12709
291256,16384,11229
176948,8192,7415
176236,8192,7372
285432,16384,10827
81372,4096,3798
171576,8192,7165
284844,16384,10838
169716,8192,7079
173088,8192,7175
76032,4096,3472
281248,16384,10667
157176,8192,6508
279484,16384,10586
168412,8192,7057
162312,8192,6769
38560,2048,2007
378356,16384,14459
173840,8192,7284
134092,4096,5954
356244,16384,13332
177172,8192,7433
155680,8192,6463
177024,8192,7441
284716,16384,10826
151264,8192,6164
286552,16384,10970
269436,16384,10143
342996,16384,13060
146588,8192,5970
238108,16384,8899
290264,16384,11151
289316,16384,11064
177160,8192,7441
37996,2048,1993
176488,8192,7386
270324,16384,10216
316560,16384,11695
342124,16384,12975
146556,8192,5960
176868,8192,7407
30748,2048,1606
236364,16384,8772
175256,8192,7324
172768,8192,7163
308468,16384,11947
364888,16384,13828
176532,8192,7391
382204,16384,14571
124780,8192,5200
89312,4096,4156
301468,16384,11623
28916,2048,1516
148508,8192,6090
187692,8192,7849
37908,2048,1989
171864,8192,7141
171760,8192,7130
163280,8192,6687
357544,16384,13473
238848,16384,8955
369452,16384,13959
160400,8192,6687
156528,8192,6477
337112,16384,12658
33212,2048,1702
177132,8192,7430
318860,16384,11858
363248,16384,13750
176932,8192,7415
236144,16384,8776
270380,16384,10249
164180,8192,6848
152872,8192,6268
339908,16384,12860
132476,8192,5577
289588,16384,11132
89364,4096,4180
232856,16384,8600
333908,16384,12564
342900,16384,13015
333596,16384,12548
263028,16384,9885
133388,8192,5650
176732,8192,7430
25316,2048,1274
320604,16384,11916
360648,16384,13553
175416,8192,7313
177264,8192,7446
111996,8192,4622
173264,8192,7214
246052,16384,9288
342296,16384,12980
156660,8192,6499
157124,8192,6509
367444,16384,13988
155740,8192,6439
127212,8192,5239
384776,16384,14721
281248,16384,10675
277076,16384,10432
342420,16384,13011
54900,4096,2506
166048,8192,6835
148108,8192,6046
153088,8192,6308
361532,16384,13631
287920,16384,11035
175564,8192,7347
162744,8192,6664
285720,16384,10869
80444,4096,3726
290340,16384,11160
366908,16384,13902
383360,16384,14687
176424,8192,7381
297584,16384,11462
339232,16384,12834
172440,8192,7220
287668,16384,10963
381624,16384,14556
334012,16384,12590
80460,4096,3730
171920,8192,7163
242488,16384,9102
290344,16384,11146
156488,8192,6462
331924,16384,12468
177868,8192,7458
362844,16384,13715
128764,8192,5355
173044,8192,7186
166996,8192,6933
339128,16384,12857
168124,8192,6987
322200,16384,12041
342988,16384,13043
175440,8192,7359
172972,8192,7195
366492,16384,13921
346532,16384,13229
175028,8192,7319
38016,2048,2010
381112,16384,14489
162948,8192,6695
57128,4096,2617
277928,16384,10506
175364,8192,7307
284708,16384,10819
172112,8192,7172
37540,2048,1944
47520,4096,2131
174452,8192,7224
321424,16384,12051
343088,16384,13067
367232,16384,13982
367220,16384,13980
7876,512,542
286200,16384,10874
386836,16384,14848
175532,8192,7334
322396,16384,12085
306180,16384,11830
89596,4096,4217
296924,16384,11463
217656,16384,7994
168464,8192,6989
363344,16384,13780
238696,16384,8927
173140,8192,7215
176332,8192,7346
82828,4096,3853
288220,16384,11050
246300,16384,9350
303972,16384,11712
164216,8192,6750
80844,4096,3748
287564,16384,10947
270228,16384,10252
177168,8192,7448
156636,8192,6439
361416,16384,13614
166492,8192,6866
177272,8192,7453
341012,16384,12908
177420,8192,7463
112220,8192,4610
174844,8192,7296
157228,8192,6539
175576,8192,7350
131356,8192,5489
280664,16384,10659
310436,16384,11834
290564,16384,11195
280684,16384,10648
317384,16384,11817
342912,16384,13024
374508,16384,14222
332556,16384,12509
153336,8192,6312
170956,8192,7055
177384,8192,7481
313332,16384,11675
357400,16384,13425
288416,16384,11028
343888,16384,13086
380664,16384,14473
362780,16384,13766
320404,16384,11941
172352,8192,7179
314168,16384,11677
344140,16384,13089
354972,16384,13357
153144,8192,6285
382060,16384,14534
340404,16384,12840
52236,4096,2418
341056,16384,12923
169696,8192,7075
174740,8192,7282
34388,2048,1750
148556,8192,6109
127532,8192,5270
362872,16384,13705
127440,8192,5279
322268,16384,12083
361908,16384,13692
80508,4096,3743
156544,8192,6474
156876,8192,6511
130456,8192,5446
133068,8192,5613
153236,8192,6305
361700,16384,13668
166172,8192,6870
175012,8192,7332
333980,16384,12574
175556,8192,7352
173972,8192,7236
235964,16384,8814
321940,16384,12073
158852,8192,6639
214620,16384,7765
335456,16384,12679
337284,16384,12671
229064,8192,9248
362532,16384,13706
299428,16384,11477
342360,16384,13029
285804,16384,10890
111860,8192,4612
174908,8192,7274
338744,16384,12798
277548,16384,10513
286096,16384,10913
362416,16384,13675
172368,8192,7119
59260,4096,2718
79736,4096,3678
290932,16384,11242
378268,16384,14443
166356,8192,6840
385224,16384,14758
306128,16384,11817
360692,16384,13580
320100,16384,11911
81216,4096,3790
375840,16384,14275
322904,16384,12119
17136,1024,1035
362764,16384,13683
162344,8192,6641
16832,1024,1003
79712,4096,3667
286300,16384,10951
257984,16384,9575
363808,16384,13788
340848,16384,12924
80124,4096,3679
332548,16384,12480
333464,16384,12550
324000,16384,12200
338696,16384,12781
266412,16384,10005
342584,16384,12988
73264,4096,3382
309024,16384,11795
366956,16384,13962
341804,16384,12934
289664,16384,11099
177308,8192,7462
121088,8192,5057
168256,8192,6992
243148,16384,9160
27072,2048,1395
79612,4096,3646
313872,16384,11653
154112,8192,6336
367176,16384,13969
333672,16384,12549
168144,8192,6963
166476,8192,6879
290492,16384,11180
381308,16384,14555
129304,8192,5380
354052,16384,13261
285020,16384,10962
228972,8192,9247
373720,16384,14177
132928,8192,5596
176704,8192,7426
173228,8192,7222
175384,8192,7340
288664,16384,11050
173056,8192,7211
177128,8192,7416
314480,16384,11656
168224,8192,6983
366976,16384,13935
133052,8192,5615
363092,16384,13712
287984,16384,11011
48908,4096,2172
321240,16384,12006
289216,16384,11118
288640,16384,11084
140024,8192,5830
289996,16384,11169
343052,16384,13061
259836,16384,9696
168132,8192,6973
80916,4096,3770
319172,16384,11905
164768,8192,6822
37916,2048,1995
249876,16384,9525
342936,16384,13029
290284,16384,11179
176156,8192,7368
269660,16384,10195
37520,2048,1940
157252,8192,6548
362816,16384,13722
225892,16384,8363
297448,16384,11389
71032,4096,3231
179176,8192,7546
283196,16384,10830
79592,4096,3643
132920,8192,5581
75368,4096,3393
113932,8192,4734
336540,16384,12659
289632,16384,11090
78100,4096,3584
325884,16384,12206
133432,8192,5642
175732,8192,7390
289756,16384,11125
255696,16384,9457
157028,8192,6515
156808,8192,6477
363024,16384,13730
279720,16384,10635
77132,4096,3537
342852,16384,13026
335064,16384,12676
153064,8192,6293
114092,8192,4729
322736,16384,12103
157256,8192,6557
243724,16384,9151
363400,16384,13777
284916,16384,10925
290340,16384,11148
288136,16384,10961
148564,8192,6068
168664,8192,7045
127324,8192,5250
176164,8192,7379
170632,8192,7101
359700,16384,13599
282112,16384,10750
164412,8192,6776
152636,8192,6283
278360,16384,10593
64368,4096,3020
261356,16384,9765
323068,16384,12146
305652,16384,11768
170760,8192,7038
275524,16384,10576
176632,8192,7448
176420,8192,7369
177596,8192,7450
352220,16384,13158
261400,16384,9798
342164,16384,12965
263752,16384,9924
376172,16384,14266
322684,16384,12120
329924,16384,12376
177088,8192,7450
175336,8192,7321
342600,16384,12994
342932,16384,13023
168356,8192,6968
156592,8192,6491
288380,16384,11085
159080,8192,6676
382980,16384,14656
177312,8192,7462
342776,16384,13054
284916,16384,10860
335036,16384,12670
179008,8192,7566
79728,4096,3677
156436,8192,6472
357592,16384,13649
10880,1024,641
133420,8192,5657
176560,8192,7407
171044,8192,7092
138028,8192,5834
373212,16384,14171
280472,16384,10613
286444,16384,10956
281316,16384,10701
367008,16384,13927
164240,8192,6747
337292,16384,12698
340476,16384,12880
70648,4096,3198
80364,4096,3719
158012,8192,6611
152284,8192,6233
192500,8192,8061
166388,8192,6861
168120,8192,6997
279592,16384,10586
132656,8192,5591
80488,4096,3720
229620,8192,9308
177372,8192,7472
281224,16384,10706
77568,4096,3567
378312,16384,14444
121024,8192,4980
365444,16384,13904
76400,4096,3484
291092,16384,11220
157288,8192,6538
34448,2048,1751
367036,16384,13982
343432,16384,13104
288744,16384,11062
362948,16384,13729
176332,8192,7347
383232,16384,14655
342092,16384,12975
382960,16384,14637
353368,16384,13190
80372,4096,3726
361616,16384,13634
174676,8192,7276
281656,16384,10765
270032,16384,10213
245068,16384,9234
268572,16384,10115
84344,4096,3950
148136,8192,6054
288780,16384,11070
366948,16384,13961
218108,16384,8043
155120,8192,6375
284836,16384,10836
265884,16384,10048
156460,8192,6470
316480,16384,11692
126128,8192,5151
301232,16384,11638
145008,8192,5900
41360,2048,2131
338384,16384,12718
290512,16384,11186
174196,8192,7322
384520,16384,14669
163180,8192,6634
148124,8192,6072
366228,16384,13908
157996,8192,6538
33724,2048,1743
172732,8192,7193
289740,16384,11128
173304,8192,7216
289572,16384,11108
318736,16384,11860
340724,16384,12916
177140,8192,7452
318140,16384,11836
177328,8192,7450
361888,16384,13671
290492,16384,11181
172772,8192,7175
324276,16384,12475
316480,16384,11697
365116,16384,13806
288936,16384,11081
366296,16384,13883
176932,8192,7432
279368,16384,10704
337264,16384,12679
177316,8192,7463
129100,8192,5363
172872,8192,7165
177568,8192,7478
175128,8192,7316
290548,16384,11192
177288,8192,7440
151692,8192,6214
288172,16384,11041
286716,16384,10976
163688,8192,6730
40284,2048,2118
365744,16384,13900
112444,8192,4623
342028,16384,12936
60556,4096,2830
269896,16384,10178
342692,16384,13017
321184,16384,11992
172168,8192,7117
281180,16384,10662
378500,16384,14451
118292,8192,4786
336816,16384,12696
183436,8192,7632
286156,16384,10915
336728,16384,12653
361152,16384,13855
132892,8192,5574
274028,16384,10438
166072,8192,6957
177524,8192,7480
129384,8192,5413
86232,4096,4042
172668,8192,7152
286668,16384,10964
176468,8192,7385
365692,16384,13930
364372,16384,13754
381104,16384,14556
174856,8192,7282
153084,8192,6278
156344,8192,6446
339528,16384,12802
313272,16384,11610
177036,8192,7446
281660,16384,10745
175280,8192,7313
288640,16384,11045
344264,16384,13102
155564,8192,6459
52268,4096,2426
321228,16384,12014
366492,16384,13867
340184,16384,12913
341632,16384,12896
165476,8192,6950
366636,16384,13945
361596,16384,13635
240616,16384,8934
133036,8192,5609
114780,8192,4806
356640,16384,13580
22504,1024,1337
365892,16384,13920
338980,16384,12868
178692,8192,7487
80132,4096,3693
245676,16384,9243
177308,8192,7462
76428,4096,3490
370976,16384,14150
89444,4096,4183
338724,16384,12765
322868,16384,12110
343384,16384,13092
340312,16384,12871
342204,16384,12991
342016,16384,12945
287732,16384,10978
79876,4096,3691
177040,8192,7394
353344,16384,13196
373524,16384,14144
175244,8192,7299
242228,16384,9091
170736,8192,7049
290416,16384,11162
173152,8192,7191
156924,8192,6480
36428,2048,1886
64124,4096,3024
176164,8192,7353
69004,4096,3105
164688,8192,6813
176536,8192,7382
52112,4096,2400
190748,8192,7926
154928,8192,6391
175484,8192,7338
175604,8192,7357
334264,16384,12599
167672,8192,6940
387128,16384,14865
112808,8192,4649
88920,4096,4165
313308,16384,11617
263032,16384,9885
173444,8192,7260
308296,16384,11921
334516,16384,12583
365268,16384,13845
190600,8192,7946
229688,8192,9297
129572,8192,5385
361548,16384,13642
290180,16384,11140
104828,8192,4280
59836,4096,2783
177096,8192,7453
176624,8192,7402
157136,8192,6514
227516,16384,8480
84436,4096,3878
330100,16384,12444
165840,8192,6816
177376,8192,7479
280124,16384,10654
124120,4096,5536
342076,16384,12947
368516,16384,14044
160432,8192,6683
313860,16384,11661
289484,16384,11074
174784,8192,7288
328300,16384,12235
338980,16384,12808
270040,16384,10240
37620,2048,1961
371476,16384,14147
170692,8192,7064
171648,8192,7127
368520,16384,14037
285500,16384,10894
175356,8192,7340
230092,16384,8615
264768,16384,9928
290340,16384,11127
177044,8192,7413
269132,16384,10211
356716,16384,13418
282312,16384,10770
359916,16384,13625
337612,16384,12714
378316,16384,14449
133076,8192,5616
286732,16384,10994
174848,8192,7288
270780,16384,10297
287608,16384,10968
19832,1024,1149
267056,16384,10048
18492,1024,1082
342176,16384,12972
170640,8192,7123
77968,4096,3552
172668,8192,7183
145184,8192,5894
37800,2048,1973
331768,16384,12557
154816,8192,6378
155488,8192,6424
290464,16384,11187
321144,16384,11998
274860,16384,10329
304052,16384,11684
265960,16384,10212
147944,8192,6059
33916,2048,1754
176196,8192,7376
290456,16384,11169
342312,16384,12985
361020,16384,13581
132916,8192,5587
341040,16384,12891
281328,16384,10727
381192,16384,14526
176248,8192,7369
51400,4096,2349
172700,8192,7167
311748,16384,11480
289836,16384,11147
301272,16384,11612
286924,16384,11005
376904,16384,14396
286372,16384,10925
177072,8192,7420
337324,16384,12699
37080,2048,1914
133184,8192,5598
153264,8192,6306
245260,16384,9247
79052,4096,3650
60368,4096,2803
177324,8192,7454
129124,8192,5395
177232,8192,7448
299444,16384,11472
234996,16384,8828
322212,16384,12040
173376,8192,7231
342716,16384,12974
113000,8192,4693
66720,4096,3159
50036,4096,2270
26172,2048,1367
175528,8192,7334
340460,16384,12854
172340,8192,7160
246988,16384,9394
289472,16384,11118
155780,8192,6450
342480,16384,12963
290468,16384,11176
381216,16384,14532
80296,4096,3692
279464,16384,10664
157912,8192,6535
157448,8192,6573
361788,16384,13678
257240,16384,9531
80432,4096,3723
323240,16384,12153
382684,16384,14642
365512,16384,13873
368756,16384,14086
155272,8192,6432
326748,16384,12222
286404,16384,10926
270112,16384,10233
162544,8192,6647
334816,16384,12662
172060,8192,7141
176372,8192,7384
112812,8192,4668
60236,4096,2810
289756,16384,11137
281408,16384,10703
290584,16384,11205
191072,8192,8025
334096,16384,12607
237280,16384,8840
269576,16384,10173
132268,8192,5538
386848,16384,14851
69940,4096,3180
148156,8192,6064
281100,16384,10690
288304,16384,11078
176300,8192,7394
281488,16384,10708
288188,16384,11028
270344,16384,10242
320352,16384,11949
266108,16384,9979
358256,16384,13509
170832,8192,7044
319836,16384,11921
58608,4096,2684
171500,8192,7097
288788,16384,11072
27956,2048,1481
290524,16384,11185
70752,4096,3220
375692,16384,14238
168352,8192,6999
172880,8192,7167
28800,2048,1508
156944,8192,6516
173276,8192,7221
176668,8192,7410
132612,8192,5573
366708,16384,13900
168208,8192,6988
358120,16384,13509
381556,16384,14615
383212,16384,14651
332844,16384,12476
80392,4096,3713
38288,2048,2015
225972,16384,8407
166596,8192,6888
342404,16384,13019
141760,8192,6047
176388,8192,7373
177456,8192,7462
60892,4096,2824
166572,8192,6874
343012,16384,12999
341840,16384,12942
381948,16384,14605
329396,16384,12393
157368,8192,6568
176764,8192,7423
156612,8192,6492
309692,16384,11808
172944,8192,7201
175552,8192,7326
171140,8192,7053
98440,8192,3886
157316,8192,6561
361728,16384,13683
157476,8192,6578
112844,8192,4659
306304,16384,11855
375636,16384,14220
336660,16384,12668
22248,2048,1111
318676,16384,11892
338028,16384,12738
313776,16384,11627
359728,16384,13595
269464,16384,10164
156552,8192,6483
269748,16384,10203
224176,16384,8241
329260,16384,12382
383288,16384,14683
283392,16384,10796
281352,16384,10722
175716,8192,7336
244560,16384,9204
177540,8192,7471
166272,8192,6859
376004,16384,14421
174868,8192,7301
366900,16384,13963
177452,8192,7482
148248,8192,6081
283528,16384,10865
74236,4096,3371
110236,8192,4488
365792,16384,13860
129216,8192,5414
364972,16384,13800
32228,2048,1652
289824,16384,11126
173500,8192,7230
172204,8192,7131
268468,16384,10138
69316,4096,3168
337328,16384,12684
289368,16384,11110
361168,16384,13599
285888,16384,10848
59284,4096,2720
156612,8192,6512
348240,16384,13158
341288,16384,12905
281092,16384,10651
284296,16384,10797
172512,8192,7152
332308,16384,12627
311492,16384,11500
170904,8192,7057
128076,8192,5272
58848,4096,2740
133652,8192,5636
157256,8192,6545
289592,16384,11096
341132,16384,12883
79720,4096,3669
383920,16384,14761
52104,4096,2397
320000,16384,11905
342848,16384,12990
384436,16384,14770
131196,8192,5454
342812,16384,13019
286416,16384,10936
349648,16384,13279
286208,16384,10911
52084,4096,2392
172436,8192,7157
363360,16384,13766
176256,8192,7376
173556,8192,7243
172632,8192,7138
146988,8192,6139
170040,8192,7129
176252,8192,7358
320568,16384,11980
153396,8192,6312
173108,8192,7225
166240,8192,7004
365284,16384,13804
334320,16384,12619
89488,4096,4194
380848,16384,14492
363068,16384,13724
365456,16384,13837
337060,16384,12680
368536,16384,14052
257100,16384,9535
174788,8192,7277
291816,16384,11225
111296,8192,4589
175996,8192,7406
128468,8192,5329
58328,4096,2660
177292,8192,7458
363412,16384,13796
289752,16384,11109
80096,4096,3683
112980,8192,4676
311896,16384,11507
255504,16384,9809
131812,8192,5482
42620,2048,2131
240808,16384,9013
168104,8192,6986
385672,16384,14816
175540,8192,7324
270248,16384,10218
289516,16384,11127
141804,8192,6026
245620,16384,9288
177064,8192,7463
164176,8192,6761
131064,8192,5446
341028,16384,12916
354084,16384,13507
382824,16384,14596
341280,16384,12952
288156,16384,11061
364556,16384,13802
286840,16384,10968
340652,16384,12891
77312,4096,3531
176600,8192,7382
157236,8192,6523
366280,16384,13900
380960,16384,14523
56656,4096,2609
133084,8192,5623
79996,4096,3716
172584,8192,7168
172896,8192,7167
37904,2048,1983
122344,8192,5029
301652,16384,11662
359500,16384,13572
166068,8192,6852
269248,16384,10157
177328,8192,7463
158152,8192,6635
172512,8192,7155
142436,8192,5700
291232,16384,11237
351472,16384,13320
245612,16384,9335
377512,16384,14409
274256,16384,10467
157288,8192,6536
285404,16384,10850
358404,16384,13490
7804,512,540
132232,8192,5584
381560,16384,14584
52280,4096,2412
81896,4096,3813
174548,8192,7265
71192,4096,3245
372524,16384,14091
378284,16384,14443
153200,8192,6295
165624,8192,6831
280756,16384,10649
341952,16384,12964
340800,16384,12938
112664,8192,4646
173372,8192,7241
173156,8192,7221
278372,16384,10584
252864,16384,9516
172452,8192,7149
132804,8192,5600
177276,8192,7454
342624,16384,12983
165956,8192,6845
156768,8192,6488
65072,2048,3242
257276,16384,9790
288732,16384,11047
246036,16384,9283
170832,8192,7055
286376,16384,10936
275792,16384,10349
175672,8192,7340
280532,16384,10660
154832,8192,6376
37936,2048,1995
366804,16384,13893
166392,8192,6846
377644,16384,14411
56408,4096,2583
79728,4096,3697
176568,8192,7388
130752,8192,5467
156460,8192,6455
278820,16384,10680
175724,8192,7386
287496,16384,11005
177424,8192,7502
322172,16384,12059
235228,16384,8760
270380,16384,10251
177056,8192,7398
280004,16384,10695
224820,16384,8270
104940,8192,4278
321000,16384,11989
288176,16384,11043
362144,16384,13859
363644,16384,13774
160672,8192,6681
130264,8192,5441
131248,8192,5467
175420,8192,7321
354308,16384,13276
286868,16384,10995
156772,8192,6504
132628,8192,5525
289800,16384,11121
55644,4096,2511
88728,4096,4128
281448,16384,10714
303936,16384,11713
161236,8192,6771
291092,16384,11231
164276,8192,6760
157224,8192,6539
279756,16384,10615
385176,16384,14742
175768,8192,7317
147032,8192,5981
317656,16384,11861
290388,16384,11155
264804,16384,9976
132728,8192,5581
167708,8192,6934
37888,2048,1966
144128,8192,5820
286256,16384,10928
17276,1024,1049
177048,8192,7429
381792,16384,14615
283320,16384,10860
139476,8192,5888
36064,2048,1863
153068,8192,6263
290508,16384,11186
141980,8192,6054
342240,16384,12966
304544,16384,11747
341360,16384,12887
37108,2048,1917
322808,16384,12092
177044,8192,7456
175168,8192,7296
130576,8192,5435
156672,8192,6465
284112,16384,10804
342536,16384,12989
342396,16384,12954
133676,8192,5642
132948,8192,5583
262248,16384,10036
157012,8192,6485
168552,8192,7023
340724,16384,12919
290128,16384,11138
287876,16384,10988
236364,16384,8771
177132,8192,7429
177240,8192,7449
305968,16384,11835
79992,4096,3691
136300,8192,5728
384760,16384,14708
157092,8192,6508
314232,16384,11662
108740,8192,4440
177160,8192,7442
172960,8192,7167
372844,16384,14073
285572,16384,10844
341180,16384,12963
85548,4096,3965
156612,8192,6495
33840,2048,1736
173348,8192,7240
155276,8192,6410
306208,16384,11852
363028,16384,13715
78444,4096,3586
177192,8192,7427
281360,16384,10680
76552,4096,3485
362308,16384,13665
173516,8192,7215
374420,16384,14261
177096,8192,7445
221652,8192,9330
175552,8192,7326
314700,16384,12140
69700,4096,3150
270244,16384,10257
366928,16384,13939
77880,4096,3566
358656,16384,13710
318848,16384,11867
243776,16384,9164
321276,16384,11983
333316,16384,12524
245796,16384,9269
