episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
218000,4292.3,251140.4,387312,492121,99.7000,99.2000,97.1000,90.3500,61.6000,0.0000,199408.15,412.67
220000,4331.8,251837.8,387392,492135,99.7000,99.2000,97.0000,90.7500,62.0000,0.0000,199305.93,413.84
222000,4371.6,249990.3,470888,492091,99.6500,98.7000,96.4000,90.4000,61.8000,0.0000,199744.28,413.56
224000,4410.9,249718.4,387072,492089,99.7500,99.2500,96.7500,89.9000,60.3000,0.0000,199427.74,412.29
226000,4450.1,252099.2,469912,492143,99.8500,99.3000,96.9500,91.1500,61.4500,0.0500,199460.53,413.71
228000,4489.6,251310.4,522408,492161,99.7500,98.9000,96.9500,90.4500,61.0500,0.0500,199501.39,412.87
230000,4529.0,251547.4,565604,492177,99.7500,98.9500,96.6000,91.0000,61.8000,0.1000,199846.32,412.34
232000,4568.7,250928.0,387416,492167,99.7000,98.9500,96.9000,91.3000,61.3500,0.0000,199490.21,416.02
234000,4608.6,250685.0,503020,492122,99.7500,98.7500,96.6000,90.5000,61.2000,0.1500,199550.96,414.64
236000,4649.5,251971.2,540260,491990,99.7500,99.0000,96.7500,91.2000,61.3500,0.1000,199298.19,418.01
238000,4689.6,250842.7,512584,491933,99.8500,99.5000,97.6500,90.9500,60.6500,0.1500,199850.34,409.11
240000,4729.5,247995.4,387300,491849,99.9000,98.8500,96.4500,90.2500,59.7000,0.0000,199724.30,415.53
242000,4769.4,249745.1,556660,491797,99.8500,99.0500,96.8500,89.8500,60.4500,0.1000,199545.04,414.07
244000,4808.7,247376.6,387372,491774,99.7500,99.0500,96.6500,90.3000,59.9500,0.0000,200145.81,411.49
246000,4848.7,252771.0,482636,491751,99.6500,99.0000,97.1000,91.2500,62.0000,0.1000,199882.32,412.26
248000,4888.1,253324.3,421624,491797,99.9000,99.3500,97.4000,91.1500,62.5500,0.0000,199539.49,416.93
250000,4927.9,251041.6,419524,491772,99.3500,98.5500,96.5500,90.8500,61.7000,0.0000,200025.98,411.12
252000,4968.5,254795.0,489512,491727,99.6500,99.2500,96.8500,91.4000,63.4000,0.0500,199626.26,411.72
254000,5008.8,253440.2,503132,491686,99.8000,99.2000,96.5000,91.2000,62.7500,0.0500,199644.37,414.42
256000,5048.5,247189.0,387236,491623,99.7500,99.0000,96.8000,90.3500,59.8500,0.0000,200417.38,412.47
258000,5087.6,249356.7,522580,491642,99.8000,99.2000,97.1500,90.0500,61.2500,0.1000,200010.56,416.25
260000,5127.4,251070.5,585920,491622,99.5500,98.6000,96.2500,90.2000,62.2000,0.2000,199899.16,415.56
262000,5166.9,248776.2,529544,491593,99.8500,99.1500,96.4500,90.3000,60.6500,0.1000,200104.67,416.52
264000,5205.1,250894.3,491680,491721,99.7500,98.8500,96.2500,89.9000,62.0500,0.0500,199888.91,414.39
266000,5244.5,250098.8,530512,491724,99.7500,98.6500,96.6000,89.9500,61.0500,0.1500,200068.48,414.28
268000,5284.3,251763.0,409784,491706,99.6500,99.1500,97.4500,90.1500,62.0000,0.0000,199976.79,414.37
270000,5324.0,251213.7,511732,491695,99.6000,98.8000,96.1500,89.6500,62.6000,0.0500,199833.30,413.84
272000,5364.2,252676.2,469808,491661,99.5500,98.7000,96.8000,90.8500,62.7500,0.0500,200100.06,414.58
274000,5403.8,248994.5,387180,491635,99.4500,98.7500,96.5000,90.1000,60.5000,0.0000,200128.28,415.20
276000,5443.4,249569.3,533356,491612,99.6000,98.9500,96.5500,89.9000,60.9000,0.1000,200191.12,414.16
278000,5483.7,254428.8,533376,491585,99.8000,99.2500,97.5500,91.6500,63.4500,0.0500,200058.42,415.69
280000,5523.8,251132.1,428648,491540,99.6500,99.1500,97.2500,90.9500,61.4000,0.0000,200422.53,411.81
282000,5564.2,249381.4,515620,491451,99.8500,98.9500,96.3500,90.0000,60.6000,0.1000,200544.93,413.78
284000,5604.6,252323.8,534176,491393,99.7500,98.9500,96.9500,91.2000,61.4500,0.0500,200153.45,412.62
286000,5644.8,252395.9,528028,491358,99.7500,99.2000,96.9000,91.2000,61.9500,0.2500,200051.09,417.62
288000,5683.8,251989.1,387428,491419,99.6500,99.1500,97.0000,91.0000,61.8000,0.0000,200254.84,413.08
290000,5723.2,253480.7,527256,491466,99.5500,99.2500,97.4000,91.0500,62.7500,0.1500,200291.63,412.40
292000,5763.1,253669.2,387108,491467,99.8000,98.8500,97.0500,90.9000,63.3000,0.0000,200128.84,414.35
294000,5802.3,247175.6,479084,491454,99.5000,98.7500,96.5500,90.0000,59.8000,0.0500,200639.08,415.15
296000,5841.8,252299.8,487712,491475,99.7000,98.9500,96.5500,90.7000,62.4500,0.0500,200172.72,415.77
298000,5881.6,251484.1,555772,491463,99.9500,99.2000,97.4000,90.1000,61.6000,0.0500,200434.31,414.82
300000,5921.1,249954.3,468876,491464,99.7000,98.9000,96.8000,90.1500,61.0500,0.0000,200576.98,410.93
302000,5960.5,251132.6,409988,491476,99.7500,98.7500,96.8000,90.3500,62.6500,0.0000,200298.86,415.05
304000,6000.2,251528.7,387472,491463,99.6000,98.6500,96.3000,90.2000,62.4000,0.0000,200452.90,413.96
306000,6040.3,253543.5,405220,491462,99.9500,99.3000,97.1000,91.9000,62.2000,0.0000,200487.46,411.64
308000,6079.6,252153.4,398308,491495,99.8500,99.2500,97.5500,91.6000,61.2000,0.0000,200446.08,416.44
310000,6118.5,248129.7,387448,491515,99.8000,99.2000,96.5500,89.8500,60.8500,0.0000,200964.18,414.56
312000,6158.0,250394.4,513468,491519,99.7000,99.1000,96.7000,90.9500,61.0500,0.1500,200598.03,414.62
314000,6197.8,252118.5,387244,491514,99.7500,99.3000,97.2500,90.6500,61.6500,0.0000,200487.69,415.05
316000,6237.7,254206.5,409336,491526,99.7500,98.8000,96.8500,91.4000,61.9000,0.0000,200511.96,412.93
318000,6277.0,248842.6,486632,491529,99.8000,98.7000,96.7000,90.2500,60.5500,0.0500,200819.56,415.92
320000,6316.7,253124.5,529152,491537,99.9000,99.5000,96.8500,90.3500,62.7500,0.0500,200476.13,412.14
322000,6356.4,252852.1,509780,491549,99.8000,99.0000,96.9500,90.2500,62.7500,0.0500,200284.14,416.40
324000,6395.9,251836.7,387556,491562,99.9000,99.2000,96.8500,90.7500,62.2000,0.0000,200680.04,416.20
326000,6436.0,255081.8,488916,491565,99.8500,98.8500,96.6500,91.2000,63.2000,0.0500,200089.22,417.22
328000,6475.8,252038.4,467836,491564,99.9000,99.3500,97.0000,90.9000,61.6500,0.0500,200501.77,417.26
330000,6516.3,253472.4,534808,491517,99.7000,99.0000,96.5500,90.7000,62.7000,0.1000,200315.13,417.62
332000,6555.7,250793.4,554284,491533,99.6500,99.1500,97.0000,90.3500,61.0500,0.1000,200847.63,412.70
334000,6594.8,248139.1,510196,491532,99.8500,99.0000,96.7500,90.4000,60.9500,0.1500,201248.62,415.54
336000,6634.3,251448.8,508784,491544,99.6000,98.9000,96.6500,90.7000,62.3000,0.0500,200945.63,412.88
338000,6673.0,245722.0,532940,491547,99.6500,99.1500,96.8500,89.4500,58.9000,0.1500,201387.52,415.50
