episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
442000,4530.8,247437.3,475316,925726,99.7000,98.8500,97.2000,90.5500,59.9000,0.0500,190978.74,406.78
444000,4551.2,244348.1,387116,925770,99.4500,98.6500,95.8500,89.2500,57.8500,0.0000,190768.94,407.03
446000,4571.4,244230.5,527816,925820,99.5000,98.8500,96.4000,89.3500,58.1500,0.0500,191052.02,408.87
448000,4592.1,246184.2,388664,925815,99.8000,99.1500,96.7000,89.6500,59.5500,0.0000,190931.11,407.77
450000,4612.5,239519.5,409504,925773,99.2500,98.2000,95.6000,88.2000,56.2500,0.0000,191320.58,409.96
452000,4633.0,247611.1,388232,925818,100.0000,99.5000,97.5000,90.7500,59.4500,0.0000,191390.35,404.24
454000,4653.6,247954.9,496992,925859,99.8000,99.1500,96.8000,89.5500,59.6500,0.0500,190738.84,406.70
456000,4674.1,246044.2,521212,925882,99.7000,98.7500,96.7000,90.2000,58.9000,0.1000,191230.20,404.61
458000,4695.0,249453.3,411556,925899,99.9000,99.4000,97.2000,90.3500,60.1000,0.0000,190981.19,406.41
460000,4715.8,247378.5,386984,925891,99.8000,98.9500,96.3000,89.5500,59.6500,0.0000,190909.99,408.99
462000,4736.3,246329.0,393732,925913,99.7000,98.9500,96.2000,89.9500,58.7000,0.0000,191107.60,408.94
464000,4756.6,245732.4,411284,925980,99.8000,99.2500,96.8000,89.4500,58.8000,0.0000,191066.28,408.20
466000,4777.2,246994.1,557284,926010,99.7000,98.9500,96.3500,89.5000,59.1500,0.0500,190751.04,411.98
468000,4798.0,248232.1,564648,926007,99.7500,99.0000,96.8500,89.5000,60.6000,0.0500,191259.74,407.43
470000,4818.6,246878.3,387192,926040,99.9500,99.1500,96.9500,89.8500,59.9500,0.0000,191304.05,406.99
472000,4838.9,244872.1,455272,926084,99.8000,98.9000,97.1500,90.6500,57.7500,0.0000,191772.86,406.78
474000,4859.7,251839.4,387096,926140,99.8000,99.2000,97.6000,90.0000,61.8000,0.0000,190955.82,407.32
