episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error,restart_episodes,restart_32k,pool_size
416000,12955.9,263359.1,387276,241841,99.8992,99.3952,96.9758,91.9355,67.5403,0.0000,210529.83,393.09,207850,715,65536
418000,13017.8,265754.0,408688,241856,100.0000,99.5103,97.9432,92.5563,67.7767,0.0000,209825.84,399.55,208829,719,65536
420000,13081.4,262410.4,388564,241835,99.7093,99.1279,97.5775,92.4419,66.3760,0.0000,210851.57,393.78,209797,721,65536
422000,13144.3,260882.8,528860,241809,99.6976,99.0927,96.5726,92.6411,66.7339,0.1008,211085.34,393.40,210805,725,65536
424000,13207.5,264730.6,529644,241796,99.6071,99.3124,96.9548,92.9273,67.6817,0.0982,210477.67,392.76,211787,729,65536
426000,13271.6,271183.1,386660,241776,99.8981,99.4903,97.7574,94.8012,70.6422,0.0000,209936.04,393.22,212806,731,65536
428000,13336.8,264316.1,500912,241726,99.9008,99.6032,97.9167,92.4603,67.9563,0.0992,210812.67,394.46,213798,734,65536
430000,13398.8,265052.2,532548,241730,99.7980,99.2929,97.5758,92.0202,66.7677,0.3030,209969.42,399.78,214808,740,65536
432000,13460.1,264509.6,384716,241738,99.8986,99.2901,96.6531,91.4807,68.4584,0.0000,210281.05,395.03,215822,747,65536
434000,13522.0,262967.7,444892,241748,99.7041,99.3097,97.8304,92.5049,67.1598,0.0000,210594.74,390.71,216808,752,65536
436000,13582.9,265648.6,472836,241769,99.4975,98.4925,97.0854,92.1608,68.7437,0.1005,210228.73,393.74,217813,758,65536
438000,13643.8,266750.9,426156,241792,99.8990,99.5960,97.9798,93.4343,68.1818,0.0000,210587.18,388.45,218823,762,65536
440000,13706.3,266249.7,386684,241803,99.9027,99.3191,98.0545,93.2879,67.7043,0.0000,210300.85,391.55,219795,765,65536
442000,13767.5,263430.5,497400,241823,99.9016,99.3110,97.7362,92.7165,66.9291,0.1969,210806.14,389.16,220779,769,65536
444000,13829.3,267738.9,386844,241834,99.5976,98.9940,97.6861,93.7626,69.4165,0.0000,210265.21,395.29,221785,773,65536
446000,13892.0,265502.4,513956,241827,99.8997,99.4985,97.9940,93.9819,66.8004,0.1003,210257.57,399.33,222788,775,65536
448000,13955.2,268218.1,385424,241824,99.8030,99.5074,97.4384,92.0197,70.3448,0.0000,209998.13,392.57,223773,776,65536
450000,14017.6,265363.5,577240,241812,99.5863,99.0693,97.9317,92.5543,67.8387,0.2068,210243.23,391.93,224806,778,65536
452000,14082.3,259295.0,525956,241774,99.8079,99.1354,97.1182,91.7387,64.7454,0.0961,211233.32,392.75,225765,781,65536
454000,14146.0,264264.0,435864,241766,99.8071,99.1321,96.8177,91.9961,67.4060,0.0000,210007.70,393.62,226728,785,65536
456000,14210.0,266749.6,515184,241748,99.7050,99.0167,96.9518,91.9371,68.8299,0.0983,209739.26,394.25,227711,792,65536
458000,14274.0,265175.8,533464,241728,99.8049,99.3171,97.7561,92.2927,67.5122,0.0976,209844.37,395.59,228686,797,65536
460000,14336.1,267049.6,387068,241742,99.8037,99.2149,97.4485,93.1305,68.2041,0.0000,209771.94,394.22,229667,799,65536
462000,14400.4,263299.8,387072,241706,99.8028,99.3097,96.9428,91.2229,66.9625,0.0000,210318.50,392.45,230653,804,65536
