episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error,restart_episodes,restart_32k,pool_size
48000,3350.8,285099.8,573980,156302,100.0000,99.8000,98.5500,95.0500,75.0500,0.1500,223730.62,373.64,0,0,0
50000,3491.4,284647.0,553140,156266,99.9500,99.6500,97.9500,93.7500,75.2000,0.2500,223362.44,375.39,0,0,0
52000,3630.2,281322.6,527604,156244,99.9500,99.2500,97.7500,93.9500,73.0000,0.2000,223544.23,374.75,0,0,0
54000,3769.9,284375.8,386572,156247,99.9500,99.5500,98.0500,93.8500,75.3500,0.0000,223580.58,371.19,0,0,0
56000,3910.8,287064.3,524760,156248,99.7500,99.3500,97.9000,94.6500,75.8000,0.1000,223301.50,371.21,0,0,0
58000,4049.9,283384.6,529296,156257,99.8000,99.2000,97.2500,93.7000,74.5000,0.1000,223419.47,372.34,0,0,0
60000,4188.8,283948.2,553168,156279,99.8000,99.3500,97.4500,93.2500,75.1000,0.2000,223319.66,373.84,0,0,0
62000,4330.0,284944.5,572532,156232,99.5500,99.3000,97.8500,93.9500,75.8500,0.1000,223418.90,372.55,0,0,0
64000,4472.3,286540.4,488964,156179,99.9000,99.8000,98.6500,94.7000,75.0000,0.1000,223181.50,374.63,0,0,0
66000,4612.4,281953.4,489076,156134,99.8000,99.4000,98.1000,94.1500,73.6500,0.0500,223851.49,375.21,0,0,0
68000,4752.3,288110.2,490368,156190,99.7500,99.6000,98.8000,95.4000,75.3500,0.1000,223340.90,373.57,0,0,0
70000,4893.9,285516.3,583684,156148,99.8000,99.3500,97.8500,94.5500,74.8500,0.2000,223396.74,376.21,0,0,0
72000,5030.3,285553.3,533136,156272,99.9000,99.5500,98.2000,94.7000,75.1000,0.4000,223544.96,376.30,0,0,0
74000,5165.4,284668.7,532728,156415,99.7500,99.3000,98.1500,94.4000,74.3000,0.0500,223648.41,373.34,0,0,0
76000,5303.1,284191.5,532728,156473,99.9500,99.6000,98.4000,94.0500,74.4000,0.1500,223629.52,373.91,0,0,0
78000,5440.5,285469.1,566632,156549,99.7000,99.0000,97.7500,94.2500,74.5000,0.1000,223271.66,372.32,0,0,0
80000,5575.5,281508.4,518524,156636,99.7000,99.1500,97.2500,93.5500,74.1500,0.1000,223999.03,372.67,0,0,0
82000,5711.9,286885.1,557712,156750,99.8500,99.2000,98.3500,94.7500,75.1000,0.2500,223378.41,375.43,0,0,0
84000,5854.2,285846.8,570460,156686,99.9000,99.2500,98.0500,94.6000,75.6500,0.1000,223934.36,369.13,0,0,0
86000,5994.2,282441.4,610112,156647,99.8500,99.2000,97.1500,93.2000,74.0000,0.0500,223792.50,374.50,0,0,0
88000,6131.8,284305.1,562748,156690,99.9500,99.4500,97.7000,94.7000,74.9000,0.1500,224096.43,372.42,0,0,0
90000,6269.2,283672.6,553520,156729,99.8000,99.4000,97.8500,93.7000,75.2000,0.2000,223929.32,372.35,0,0,0
92000,6405.4,284325.4,565124,156801,99.6500,99.3000,97.5000,94.1000,75.1000,0.2000,223711.94,377.40,0,0,0
94000,6544.1,287181.0,503476,156846,100.0000,99.4500,98.4000,95.0500,75.5500,0.1500,223505.61,375.04,0,0,0
96000,6680.3,283330.1,461648,156907,99.9000,99.7500,97.9000,94.1500,74.7500,0.0500,224277.25,371.42,0,0,0
98000,6818.0,284780.6,527388,156943,99.8000,99.4000,97.8000,94.2500,74.6000,0.2000,223761.31,376.38,0,0,0
100000,6958.6,287262.0,488408,156938,99.8000,99.7000,98.2000,95.0500,76.0500,0.0500,223786.11,374.11,0,0,0
102000,7097.7,285628.2,531748,156953,99.9000,99.5500,97.8500,94.1000,75.6500,0.1500,223840.74,373.81,0,0,0
104000,7239.3,288004.1,566108,156933,99.8500,99.5500,98.2500,94.8000,75.6000,0.2000,223650.34,372.31,0,0,0
106000,7377.7,287443.3,534012,156978,99.8000,99.3500,98.0500,94.7500,76.0500,0.2000,223887.91,370.83,0,0,0
108000,7514.1,285543.5,565856,157045,99.8000,99.2000,97.5500,94.0500,75.7500,0.0500,223678.56,373.98,0,0,0
110000,7651.0,285216.2,556348,157095,99.9500,99.5500,98.2500,94.5000,74.8500,0.1500,224146.12,371.95,0,0,0
112000,7790.6,286185.5,533504,157101,99.9500,99.5000,98.3000,94.3500,74.8500,0.2500,223531.27,376.64,0,0,0
114000,7931.6,284302.3,529836,157061,99.9000,99.5000,97.7500,94.4500,74.2500,0.0500,223955.51,374.83,0,0,0
116000,8075.1,284413.4,550732,156974,99.8500,99.5500,97.7000,94.3500,75.1000,0.1500,224153.80,374.51,0,0,0
118000,8221.7,289746.0,531584,156875,99.6500,99.4000,98.0500,95.0500,77.5000,0.1500,223477.21,375.32,0,0,0
120000,8360.5,288067.7,586616,156914,99.6500,99.3000,97.4500,93.8500,76.1500,0.2500,223282.20,376.25,0,0,0
122000,8500.3,287203.2,531488,156925,99.9000,99.6000,98.1000,94.0500,75.9500,0.3500,223609.87,376.37,0,0,0
124000,8635.6,283824.0,509944,156991,99.9000,99.5000,98.1000,94.3500,73.7500,0.1000,224054.22,375.20,0,0,0
126000,8772.6,287049.5,513268,157049,99.9500,99.5500,98.1500,95.1000,76.1000,0.1000,224070.27,370.82,0,0,0
128000,8909.9,284800.3,585324,157081,99.9000,99.4000,97.7000,93.4500,75.4000,0.2500,224061.10,374.13,0,0,0
130000,9051.1,284585.9,526196,157045,99.8500,99.2500,97.8500,93.9000,74.8000,0.2000,224091.76,375.75,0,0,0
132000,9191.2,283451.0,533224,157019,99.8000,99.6000,97.8000,93.9500,74.3000,0.2000,224541.16,372.20,0,0,0
134000,9333.3,283154.0,513112,156958,99.8500,99.3500,97.9500,93.5500,74.1500,0.1500,224169.66,376.71,0,0,0
136000,9470.3,283935.5,533752,156990,99.9500,99.6000,98.0000,94.5500,73.8500,0.3000,224303.86,376.05,0,0,0
138000,9609.6,291520.8,530532,157039,99.9000,99.6000,98.6000,95.1000,77.5000,0.2000,223547.78,372.86,0,0,0
140000,9746.5,285075.7,483556,157078,99.9000,99.3500,98.0500,95.1500,74.5500,0.1000,224551.71,371.36,0,0,0
142000,9882.3,286067.5,531564,157141,99.8000,99.3500,98.0000,94.9500,75.7500,0.2500,224078.04,376.59,0,0,0
144000,10023.5,287007.7,490484,157123,99.8000,99.2000,97.8500,94.9000,75.8500,0.0500,224385.11,373.47,0,0,0
146000,10165.2,285332.9,580804,157088,99.8500,99.2500,97.6500,94.0500,75.2500,0.2000,224121.12,375.82,0,0,0
148000,10307.4,287948.7,534856,157064,99.8000,99.1500,97.5500,94.7000,75.8500,0.1000,224076.12,373.22,0,0,0
150000,10446.5,285892.2,544512,157072,99.8000,99.5000,98.0500,94.0500,75.0500,0.1000,224065.05,376.51,0,0,0
152000,10582.8,285779.9,481408,157122,99.6000,98.9500,97.7000,94.1000,75.7500,0.0500,224266.72,374.26,0,0,0
154000,10716.8,283163.5,532132,157186,99.6500,99.2500,97.9000,93.9000,74.5000,0.0500,224828.79,370.56,0,0,0
156000,10854.4,285830.6,572124,157214,99.7000,99.1500,97.7500,95.1500,75.5500,0.1500,224582.66,371.59,0,0,0
158000,10993.3,284387.9,585888,157215,99.9000,99.5500,98.3000,95.2000,74.3500,0.0500,224962.13,370.64,0,0,0
160000,11129.7,284956.3,514448,157253,99.9500,99.4500,97.9000,93.7000,75.0500,0.0500,224471.12,372.14,0,0,0
162000,11263.9,285269.9,526864,157324,99.8000,99.3500,98.1500,94.5500,74.6000,0.2000,224613.90,375.43,0,0,0
164000,11403.9,287946.2,387284,157331,99.8500,99.6000,98.3500,94.8000,75.6500,0.0000,224280.60,372.23,0,0,0
166000,11540.8,284221.7,524308,157357,99.8500,99.4500,98.3000,93.9500,74.1000,0.1000,224579.55,373.98,0,0,0
168000,11676.8,284555.3,524052,157394,99.7500,99.4500,97.3000,93.5000,75.4500,0.0500,224547.46,373.45,0,0,0
170000,11814.3,287963.4,585700,157432,99.9500,99.7500,98.4000,94.9000,76.1500,0.2500,224442.47,372.26,0,0,0
172000,11948.6,285993.4,533264,157498,99.9000,99.3500,98.1500,95.1500,76.6000,0.1500,224703.95,375.56,0,0,0
174000,12083.9,285224.4,529524,157547,99.9000,99.3000,97.2000,93.3000,75.9000,0.0500,224560.41,372.24,0,0,0
176000,12224.4,287555.9,561724,157541,99.8500,99.5500,98.3500,94.5000,75.9000,0.0500,224399.60,372.56,0,0,0
178000,12360.7,286497.6,484944,157581,99.8500,99.5500,97.6000,93.9500,75.4500,0.1000,224496.77,373.31,0,0,0
180000,12498.2,287137.0,480424,157609,99.9500,99.4000,97.5000,94.3000,76.6000,0.0500,224527.95,371.52,0,0,0
182000,12636.1,286891.3,620852,157632,99.8000,99.4000,97.7500,94.6000,75.6000,0.2000,224665.47,372.37,0,0,0
184000,12773.4,288553.4,522756,157671,99.9000,99.5000,98.3500,95.4000,76.2000,0.0500,224484.49,373.48,0,0,0
186000,12911.5,283437.6,518472,157670,99.8500,99.5500,97.7000,93.9000,74.6500,0.0500,225081.06,372.74,0,0,0
188000,13050.7,286213.8,611144,157671,99.9000,99.5000,97.9000,94.4000,75.7500,0.1000,224541.47,376.57,0,0,0
190000,13186.4,284831.3,532624,157707,99.9000,99.6000,98.2000,94.6000,75.1000,0.0500,225238.96,371.93,0,0,0
192000,13325.9,287767.7,575284,157712,99.9000,99.3500,97.6000,94.1500,76.5000,0.1500,224508.51,373.47,0,0,0
194000,13464.1,283339.1,534464,157710,99.9500,99.6000,98.0500,94.3500,74.2500,0.2500,225045.29,374.53,0,0,0
196000,13605.2,289533.5,533268,157706,99.9000,99.6000,98.7000,94.1500,76.8500,0.2000,224021.00,378.32,0,0,0
198000,13742.5,281898.3,543536,157706,100.0000,99.4000,98.0500,94.5500,73.8500,0.1000,225637.81,370.18,0,0,0
200000,13884.9,290187.8,571836,157690,99.9000,99.6500,98.3500,94.9000,77.4500,0.2000,224390.25,375.35,0,0,0
202000,14023.6,284870.9,532860,157689,99.9500,99.7000,98.2000,94.6000,75.8000,0.1500,225278.81,373.81,0,0,0
204000,14163.3,286781.0,508124,157688,99.7500,99.4000,98.6000,95.4500,75.5500,0.0500,224892.52,374.59,0,0,0
206000,14302.6,289614.4,508196,157705,99.8500,99.6000,98.7000,94.6000,76.9000,0.2000,224361.65,377.40,0,0,0
208000,14442.2,286007.1,387464,157701,99.9500,99.5500,98.2500,94.6500,75.0000,0.0000,224917.72,374.83,0,0,0
210000,14580.3,283726.8,606448,157700,99.8500,99.0500,97.7000,94.2500,75.6500,0.2000,225441.28,373.50,0,0,0
212000,14721.0,285184.8,531540,157680,99.7500,99.5000,98.1000,94.6000,74.6000,0.0500,225153.18,373.59,0,0,0
214000,14859.6,283707.1,530912,157676,99.9500,99.5500,97.8000,94.0000,74.9500,0.1500,225446.84,373.99,0,0,0
216000,15000.4,290270.2,534936,157680,99.8500,99.6000,98.1500,95.3000,76.9500,0.0500,224539.07,373.35,0,0,0
218000,15139.7,285875.3,601272,157679,99.8500,99.6000,98.1500,94.7000,75.2500,0.1500,225081.53,375.08,0,0,0
220000,15281.4,287643.7,527352,157661,99.7500,99.1500,97.5500,94.1500,76.2500,0.1500,224900.07,372.63,0,0,0
