episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
310000,5823.9,240296.6,437072,491694,99.6500,98.7500,95.6000,88.6500,56.9500,0.0000,181523.88,398.90
312000,5863.4,243602.5,397388,491624,99.3500,98.8500,96.1000,88.3000,57.4000,0.0000,180630.04,403.08
314000,5901.7,239482.2,477692,491592,99.7500,99.0500,96.6500,89.6000,55.5000,0.0500,181784.29,398.87
316000,5940.6,241653.3,387432,491543,99.9500,99.3500,96.6000,88.8000,56.9000,0.0000,181657.64,400.63
318000,5978.8,241419.4,387416,491554,99.7500,98.9500,96.8500,89.9000,56.8500,0.0000,181867.84,397.59
320000,6015.6,241162.8,387148,491667,99.9000,99.4000,96.8500,90.1500,56.0000,0.0000,181940.32,399.68
322000,6051.8,235936.2,387460,491773,99.4500,98.8000,96.0500,87.6000,54.3000,0.0000,182125.32,400.34
324000,6087.6,236539.9,386556,491912,99.8000,98.9000,95.8000,88.4000,53.9500,0.0000,182039.73,402.32
326000,6124.8,245552.4,495220,492040,99.5500,98.7500,96.9000,90.4000,59.0500,0.0500,181539.03,399.96
328000,6161.4,239366.1,387228,492150,99.4500,98.2500,95.6500,88.1000,56.0500,0.0000,181909.87,397.48
330000,6197.7,238054.5,386952,492263,99.7000,98.8500,96.7000,89.3000,54.8500,0.0000,182228.83,399.65
332000,6234.1,239770.4,409168,492391,99.8000,99.0500,96.8500,88.7500,56.0500,0.0000,181987.43,399.46
334000,6270.5,238348.6,387284,492494,99.7000,98.7000,95.8000,87.4500,55.6000,0.0000,181831.58,401.38
336000,6309.3,240625.2,439832,492438,99.6500,98.9500,96.0500,88.7000,56.6500,0.0000,181972.87,401.40
338000,6347.9,241407.9,387712,492404,99.6000,98.7000,96.3500,89.7000,56.9500,0.0000,182072.87,399.09
340000,6385.8,237664.8,386448,492385,99.7000,98.8000,96.3000,88.5500,55.1000,0.0000,182496.88,399.24
342000,6424.7,242325.7,387040,492344,99.5500,98.9500,96.5500,89.4000,57.7500,0.0000,182341.49,398.88
344000,6462.7,239293.4,486624,492336,99.6000,98.7500,96.6500,88.9500,54.9000,0.0500,182373.42,398.71
346000,6501.3,241541.6,533040,492312,99.6500,99.0000,96.4500,89.8000,55.9000,0.1000,182401.21,399.33
348000,6537.9,240707.8,529096,492422,99.6000,98.6000,95.7000,88.5000,56.0500,0.0500,181983.35,402.26
350000,6573.4,236858.6,387244,492572,99.8500,98.6000,96.0500,88.2500,54.8500,0.0000,182702.53,398.51
