episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error,restart_episodes,restart_32k,pool_size
114000,7656.9,278786.1,520084,157215,99.7000,99.2500,98.0000,94.6500,72.8000,0.0500,217057.97,376.14,0,0,0
116000,7791.0,276662.6,559480,157238,99.8000,99.6500,97.7500,93.9500,72.7500,0.1000,217276.52,376.90,0,0,0
118000,7926.9,279267.1,475488,157249,99.9000,99.5000,97.6000,94.1000,73.8000,0.1000,216925.12,376.80,0,0,0
120000,8062.4,279892.0,486636,157275,99.9500,99.3000,97.8500,94.1000,72.9000,0.0500,216825.64,377.05,0,0,0
122000,8198.9,278557.5,509832,157266,99.9500,99.5500,97.6000,93.3000,73.3000,0.0500,217003.27,377.67,0,0,0
124000,8335.6,279448.2,524088,157266,99.8500,99.6500,98.2500,94.3500,72.9000,0.0500,216724.17,376.27,0,0,0
126000,8470.4,276089.9,495672,157269,99.8000,99.2500,97.4500,93.1000,72.0000,0.0500,217369.21,376.04,0,0,0
128000,8606.6,274428.4,504368,157233,99.8000,99.1500,97.3500,93.0000,70.9000,0.1000,217299.69,376.21,0,0,0
130000,8743.2,279252.6,486460,157231,99.7000,99.2500,98.0000,94.1500,73.7000,0.0500,217271.97,373.60,0,0,0
132000,8879.8,279662.7,567692,157230,99.9500,99.4000,97.7000,93.1500,73.6000,0.1500,216882.05,374.22,0,0,0
134000,9015.2,283443.5,532796,157282,99.9000,99.4000,97.6000,94.0500,74.9000,0.1500,216513.22,375.16,0,0,0
136000,9148.6,275069.7,551296,157298,99.7000,99.2000,97.3000,92.9500,72.2000,0.2500,217642.17,374.85,0,0,0
138000,9283.3,275076.1,387532,157297,99.7000,98.9500,97.0000,93.2500,71.0000,0.0000,217573.95,375.07,0,0,0
140000,9418.4,277218.4,532396,157304,99.8500,99.4500,97.9500,94.8000,72.0500,0.1500,217564.03,373.79,0,0,0
142000,9553.7,279003.2,387240,157320,99.9500,99.6000,98.3500,94.2500,72.6500,0.0000,217273.90,377.06,0,0,0
144000,9688.6,277434.7,528564,157333,99.8000,99.3500,98.0500,94.5000,71.6000,0.1000,217416.89,374.71,0,0,0
146000,9822.4,278504.3,524564,157367,99.9000,99.1500,97.1000,93.1000,73.1000,0.1500,217203.91,376.23,0,0,0
148000,9957.3,276506.7,507688,157372,99.9000,99.5000,98.0500,93.2500,72.1000,0.1000,217396.39,377.91,0,0,0
150000,10091.6,275866.1,386956,157378,99.9500,99.1500,97.2000,93.8000,72.6000,0.0000,217785.47,375.19,0,0,0
152000,10224.5,274457.8,551808,157399,99.7500,99.4500,97.8000,92.9500,70.6500,0.1000,217719.34,377.95,0,0,0
154000,10360.0,278982.1,532080,157411,99.7500,99.2500,98.2500,94.5000,72.5500,0.1500,217462.24,376.38,0,0,0
156000,10494.3,279174.1,609088,157439,99.7500,99.1000,97.5000,93.7000,73.3000,0.0500,217193.52,377.16,0,0,0
158000,10629.9,278263.4,387016,157442,99.9000,99.5500,97.9000,93.5500,72.7000,0.0000,217457.96,376.09,0,0,0
160000,10765.0,275850.0,389464,157439,99.7000,99.2000,97.8500,93.3500,71.3500,0.0000,217477.80,376.11,0,0,0
162000,10900.7,278971.1,567508,157445,99.8500,99.4000,97.8500,94.3000,72.8000,0.1000,217771.25,374.77,0,0,0
164000,11036.8,280077.4,528452,157455,99.7500,99.2500,97.4000,94.0500,73.5500,0.2000,217317.23,375.99,0,0,0
166000,11173.4,279396.1,533200,157451,99.9500,99.5000,97.8000,93.7500,73.5500,0.1500,218012.55,368.24,0,0,0
168000,11308.9,275032.0,386960,157434,99.7500,99.2500,97.8000,93.1500,71.5000,0.0000,218091.93,372.91,0,0,0
170000,11445.0,279245.4,492880,157438,99.6500,99.1000,97.5000,93.8000,73.4000,0.0500,217628.24,373.81,0,0,0
172000,11583.6,280998.4,532900,157416,99.8000,99.5000,97.8000,94.3000,73.9500,0.1500,217461.70,373.83,0,0,0
174000,11719.5,276569.4,533136,157405,99.8000,99.4500,97.8000,94.3000,71.8000,0.0500,218156.97,376.68,0,0,0
176000,11856.7,281396.3,559260,157407,99.7500,99.3000,98.0500,94.2500,74.5000,0.1000,217575.49,373.80,0,0,0
178000,11991.6,278527.9,514444,157421,99.7500,99.3500,97.6000,94.2500,72.0500,0.1000,217641.78,376.18,0,0,0
180000,12124.8,275745.4,534116,157442,99.9000,99.4500,98.1000,93.5500,71.5500,0.1000,218141.68,375.48,0,0,0
182000,12262.1,277832.0,407208,157421,99.8000,99.4500,98.1000,93.7500,72.1500,0.0000,217997.08,375.27,0,0,0
184000,12400.9,280286.5,516036,157395,99.8500,99.4000,97.5000,93.9500,73.7000,0.0500,217683.78,374.00,0,0,0
186000,12537.2,278997.8,506212,157394,99.7500,99.5000,97.4500,93.8000,72.9500,0.0500,217545.57,378.54,0,0,0
188000,12674.9,281951.7,525644,157391,99.8000,99.6500,98.3000,93.6500,74.7500,0.0500,217667.74,372.25,0,0,0
190000,12811.1,275361.8,517720,157372,99.8500,99.4500,97.6500,93.2000,71.3500,0.0500,218317.13,372.94,0,0,0
192000,12947.5,278260.7,387080,157366,99.9500,99.3500,97.6500,94.0500,73.1500,0.0000,218032.74,375.82,0,0,0
194000,13083.3,278411.9,567048,157367,100.0000,99.4000,97.7500,93.6500,72.6500,0.2000,217995.12,374.21,0,0,0
196000,13219.8,279121.1,565692,157365,99.6000,99.1000,97.5500,93.2500,72.8500,0.0500,217930.13,372.31,0,0,0
198000,13356.9,279724.0,489716,157358,99.7500,99.1500,97.9000,94.2500,73.8000,0.1500,218247.93,373.70,0,0,0
200000,13493.1,280772.5,532872,157370,99.9000,99.4500,98.5500,94.2500,73.4500,0.0500,217787.67,376.46,0,0,0
202000,13627.9,278853.8,553636,157384,99.7500,99.3000,98.0500,93.9500,72.8000,0.1000,218240.67,373.99,0,0,0
204000,13763.4,280554.8,490692,157401,99.8500,99.4500,98.0500,94.2500,73.3500,0.1000,218044.69,373.68,0,0,0
206000,13900.3,282161.2,388564,157409,99.8500,99.3000,97.4500,93.9500,74.8500,0.0000,217662.46,373.84,0,0,0
208000,14038.8,283066.6,388640,157405,99.9000,99.5000,98.3500,94.8000,74.7000,0.0000,217802.04,373.02,0,0,0
210000,14175.6,278219.1,526948,157394,99.8500,99.4000,97.8000,94.1500,73.0500,0.1000,218794.27,370.55,0,0,0
212000,14311.6,281395.9,508892,157410,100.0000,99.6500,98.4000,95.2000,73.8500,0.0500,218299.11,373.52,0,0,0
214000,14447.8,280365.6,564292,157416,99.8000,99.3500,98.0000,94.4500,73.6000,0.1500,218213.62,373.82,0,0,0
216000,14584.6,281534.8,552432,157422,99.9000,99.4500,97.6500,94.4000,73.8000,0.2500,218078.52,374.77,0,0,0
218000,14721.8,279812.3,555364,157416,99.8500,99.6000,98.0500,94.7000,73.5500,0.1000,218597.65,372.37,0,0,0
220000,14859.2,283340.4,505940,157424,99.7500,99.2000,97.8500,94.1500,74.3500,0.1000,217825.87,374.28,0,0,0
222000,14995.7,279117.6,570692,157422,99.7500,99.3000,97.7500,93.8500,73.3000,0.1000,218428.08,372.12,0,0,0
224000,15134.5,281457.2,531416,157405,99.8000,99.3500,98.1000,94.0500,74.6500,0.0500,218136.54,373.56,0,0,0
226000,15269.3,277214.1,585080,157412,99.7500,99.3000,97.3000,93.0500,71.9500,0.1500,218510.05,373.07,0,0,0
228000,15405.4,279520.4,489156,157415,99.8500,99.3500,97.4500,93.8000,72.9000,0.0500,218126.98,373.70,0,0,0
230000,15542.0,278365.8,533316,157407,99.6000,99.0500,97.2500,93.0000,74.0500,0.1500,218756.06,371.03,0,0,0
232000,15677.9,279197.7,509388,157411,99.9000,99.0500,97.7500,94.9500,72.6500,0.0500,218736.82,372.83,0,0,0
234000,15811.8,279686.9,527492,157437,99.7500,99.2000,97.1000,93.4500,73.7500,0.1000,218374.30,374.12,0,0,0
236000,15947.1,280464.0,387420,157453,99.8500,99.5500,98.3000,94.4500,73.3000,0.0000,218379.26,374.88,0,0,0
238000,16082.2,278902.9,583840,157464,99.7000,99.2000,97.6000,93.4000,72.7500,0.2000,218530.06,372.41,0,0,0
240000,16217.6,279795.4,562028,157474,99.8500,99.1500,97.9500,93.9000,73.1500,0.2000,218566.58,375.80,0,0,0
242000,16352.2,277265.0,565228,157482,99.8000,99.3500,98.0500,93.9500,72.0500,0.2500,218965.19,374.43,0,0,0
244000,16487.7,281124.9,531224,157498,99.8000,99.5000,98.2000,94.6000,73.5500,0.1500,218662.05,373.82,0,0,0
246000,16623.2,275714.5,484816,157490,99.9500,99.2500,97.9500,93.8000,71.9000,0.0500,219465.54,369.96,0,0,0
248000,16758.6,277822.0,512988,157492,99.9000,99.5000,97.4000,93.5000,71.8500,0.0500,218797.28,372.88,0,0,0
250000,16895.4,279949.9,532004,157490,99.9000,99.6500,98.1500,93.8000,73.8500,0.1000,218887.93,372.41,0,0,0
252000,17032.5,281058.6,528076,157490,99.8500,99.4000,97.8500,94.2000,73.5500,0.0500,218552.86,375.57,0,0,0
254000,17168.6,279831.8,558548,157494,99.7500,99.4000,97.6000,93.6000,73.4000,0.1500,218558.22,375.57,0,0,0
256000,17304.6,278663.0,387172,157494,99.8500,99.2000,97.5500,93.6000,73.3000,0.0000,219238.67,370.59,0,0,0
258000,17443.1,282437.3,387512,157486,99.7500,99.2000,97.7500,94.1500,75.0000,0.0000,218164.58,376.98,0,0,0
260000,17578.6,279736.2,463000,157494,99.8000,99.2500,97.4500,93.8500,74.0000,0.0500,219210.48,372.90,0,0,0
262000,17712.8,276282.3,532664,157501,99.8000,99.1500,98.0500,93.7500,70.9500,0.1000,219089.67,374.75,0,0,0
264000,17848.9,280534.1,555544,157508,99.7000,99.4500,98.4500,94.8000,72.8500,0.1500,218924.56,374.32,0,0,0
266000,17985.3,278643.7,513168,157505,99.8000,99.5000,98.2000,93.5000,72.5500,0.1500,219203.87,374.34,0,0,0
268000,18122.8,283258.9,510712,157510,99.8500,99.1000,98.1000,94.5000,74.5500,0.1000,218338.08,374.03,0,0,0
270000,18258.6,278590.5,536896,157511,99.8000,99.5000,98.2000,93.4500,73.1500,0.0500,218974.27,373.70,0,0,0
272000,18394.5,277883.8,531192,157508,99.8000,99.3000,97.8500,94.0500,72.9000,0.1500,219474.14,373.66,0,0,0
274000,18528.4,277794.5,551028,157524,99.7000,99.4000,97.4000,93.9500,71.9500,0.2000,219296.87,374.31,0,0,0
276000,18665.6,281659.5,532956,157525,99.9000,99.4500,98.4000,94.1000,73.7500,0.1000,218702.73,373.37,0,0,0
278000,18801.4,277798.8,529212,157521,99.9000,99.3500,97.6500,93.1500,73.4500,0.0500,219168.78,373.64,0,0,0
280000,18937.3,278267.3,387012,157521,99.7500,99.2500,97.7500,94.0500,72.8000,0.0000,219231.91,373.75,0,0,0
282000,19075.1,283023.3,585576,157522,99.9000,99.3500,97.7000,94.1500,74.7000,0.1000,218582.91,376.12,0,0,0
284000,19213.2,282250.4,601444,157518,99.9500,99.6500,98.5500,94.5000,73.7500,0.1000,218978.71,372.27,0,0,0
286000,19351.5,281631.2,563928,157510,99.9500,99.4500,97.9000,94.2500,74.4500,0.1500,219241.93,371.88,0,0,0
288000,19488.5,281649.7,511252,157513,99.9000,99.6000,98.4500,94.5500,73.8000,0.1000,219199.65,371.83,0,0,0
290000,19627.0,281294.8,387296,157501,99.8500,99.4000,97.6500,94.4000,74.3500,0.0000,219307.20,372.71,0,0,0
292000,19764.7,281575.6,546196,157498,99.8000,99.5500,98.4500,95.2000,73.6000,0.2500,219376.91,371.64,0,0,0
294000,19902.3,282272.2,530516,157498,99.5000,99.2500,97.7000,93.7000,74.2000,0.1500,218808.18,373.76,0,0,0
296000,20040.7,281479.3,533320,157490,99.9500,99.2000,97.8000,94.5000,74.2000,0.1000,219327.61,373.54,0,0,0
298000,20177.4,280956.0,528920,157492,99.9000,99.5500,97.8000,94.7500,73.6500,0.0500,219298.13,374.20,0,0,0
300000,20314.2,282801.3,574016,157501,99.8500,99.6000,97.8500,94.9500,74.2500,0.1500,219343.06,372.20,0,0,0
302000,20449.4,281368.8,513208,157516,99.9000,99.7000,98.2500,94.8000,73.8500,0.0500,219452.82,374.47,0,0,0
304000,20586.5,280231.6,533152,157513,99.9500,99.6000,98.1000,94.4500,73.4500,0.1000,219560.11,372.20,0,0,0
306000,20725.0,281178.0,460920,157504,99.9000,99.6000,98.5000,94.8500,72.8500,0.0500,219451.05,372.14,0,0,0
308000,20862.2,281230.6,486044,157504,100.0000,99.5000,98.1000,94.3000,73.0000,0.1000,219297.11,375.01,0,0,0
310000,20998.0,280942.1,508280,157514,99.9500,99.4000,98.1000,94.4000,73.2000,0.0500,219164.76,377.51,0,0,0
312000,21134.1,278972.1,508984,157515,99.8500,99.2500,97.4000,93.7500,72.7000,0.1500,219575.38,374.30,0,0,0
314000,21272.1,283245.3,386988,157515,99.8000,99.4500,98.4000,94.5000,74.6000,0.0000,219389.98,370.63,0,0,0
316000,21408.7,280913.8,532260,157518,99.9500,99.8000,97.7500,93.8500,74.1000,0.1000,219348.83,373.01,0,0,0
318000,21546.9,281926.1,565580,157513,99.8500,99.6000,98.3000,93.6000,73.9000,0.1500,219173.97,377.65,0,0,0
320000,21685.9,281251.9,387400,157500,99.8000,99.3500,97.5500,94.0500,74.2000,0.0000,219367.34,371.69,0,0,0
322000,21822.4,279487.7,555016,157498,99.9500,99.3500,97.7000,94.1000,73.4500,0.1000,219974.53,370.09,0,0,0
324000,21960.5,283261.1,531184,157497,99.8000,99.3000,97.9500,94.2000,75.4000,0.1500,219414.31,373.31,0,0,0
326000,22098.3,283152.7,528040,157498,99.7500,99.2000,98.1500,94.3500,74.4000,0.1000,219346.31,373.14,0,0,0
328000,22234.9,280195.3,407460,157499,99.7000,99.5000,97.9000,92.9500,73.8500,0.0000,219766.27,373.03,0,0,0
330000,22372.9,282533.0,561324,157497,99.9000,99.5000,98.1000,94.4000,73.9000,0.2500,219372.94,374.22,0,0,0
332000,22511.0,284021.2,565612,157499,99.9000,99.5500,98.0000,93.7500,75.2500,0.2000,219286.32,374.97,0,0,0
334000,22648.9,281952.8,556100,157496,99.7500,99.2500,97.8000,93.5000,74.0500,0.3000,219334.73,374.00,0,0,0
336000,22787.8,282614.5,516864,157489,99.7500,99.4500,97.9000,94.3000,74.6500,0.1000,219489.18,372.50,0,0,0
338000,22923.8,281924.9,525956,157499,99.9000,99.5000,98.1500,94.1000,74.0500,0.1000,219629.24,375.49,0,0,0
340000,23061.1,279972.7,512744,157494,99.8500,99.3500,98.0500,94.2000,73.3500,0.1000,220095.05,372.64,0,0,0
342000,23199.4,283045.3,513092,157492,99.9000,99.3000,98.0000,95.0000,74.3500,0.0500,219715.56,371.88,0,0,0
344000,23336.6,280644.1,502344,157490,99.8500,99.7500,98.2000,94.6000,72.6500,0.0500,219817.17,374.01,0,0,0
346000,23477.0,284492.5,601620,157479,99.8500,99.4500,98.2000,94.5000,74.6500,0.0500,219438.37,370.81,0,0,0
348000,23614.2,281371.3,533680,157478,99.7000,98.9500,97.3500,93.5000,74.4000,0.1000,219440.16,376.11,0,0,0
350000,23749.6,282432.3,507944,157494,99.9000,99.3000,97.9500,94.2000,74.3500,0.0500,219848.30,370.68,0,0,0
352000,23886.4,282300.6,530644,157500,99.8500,99.5500,97.7500,94.3000,73.5000,0.1500,219531.01,373.36,0,0,0
354000,24022.3,282422.7,524388,157511,99.9000,99.4000,97.9000,95.0500,73.9500,0.2000,219913.23,371.32,0,0,0
356000,24160.4,283283.0,557448,157511,99.8000,99.3500,98.1000,94.3000,74.1500,0.3000,219776.34,373.08,0,0,0
358000,24295.1,278705.8,524068,157519,99.8500,99.3000,97.7500,93.5500,72.9500,0.0500,220489.20,370.74,0,0,0
360000,24433.7,283123.4,608916,157515,99.9500,99.8000,98.2000,93.7500,74.4500,0.3000,219685.26,374.95,0,0,0
362000,24573.1,284726.6,605812,157511,99.8000,99.4000,97.9500,93.8500,75.5500,0.0500,219572.76,374.61,0,0,0
364000,24710.7,282998.6,542752,157513,99.8500,99.5500,98.2000,94.5500,74.1500,0.2000,219997.77,373.43,0,0,0
366000,24847.8,279078.5,531500,157507,99.9500,99.3500,97.5500,93.6000,72.3000,0.2500,220111.29,376.30,0,0,0
368000,24985.1,283088.6,528692,157511,99.7000,99.4000,97.7500,93.9500,75.1000,0.1000,220103.81,371.50,0,0,0
370000,25121.9,283016.6,607976,157518,99.8500,99.4000,97.6000,93.9500,74.9000,0.0500,220026.44,371.72,0,0,0
372000,25259.0,280449.6,558252,157517,99.7500,99.4000,97.8000,93.6500,73.2000,0.0500,220141.03,374.55,0,0,0
374000,25395.6,282530.5,534120,157524,99.9000,99.6000,97.7500,93.9500,74.0000,0.1000,219951.40,372.49,0,0,0
376000,25533.9,281166.6,504520,157517,99.8000,99.4000,97.1500,94.4500,73.8500,0.1500,220586.37,371.33,0,0,0
378000,25670.5,280406.9,533740,157517,99.7500,99.5000,98.4500,93.9000,74.0000,0.0500,220380.01,374.01,0,0,0
380000,25808.1,283331.4,531616,157520,99.9000,99.6000,97.9500,94.2000,75.7500,0.0500,220329.00,374.34,0,0,0
382000,25947.7,284637.7,524688,157514,99.9500,99.6000,98.1000,94.4500,75.1500,0.0500,220258.21,374.19,0,0,0
384000,26086.4,286722.7,575204,157519,99.9000,99.7000,98.6500,95.6500,75.9000,0.2000,220061.22,370.46,0,0,0
386000,26227.0,286325.6,601844,157512,99.8000,99.4500,98.0000,94.9500,75.8500,0.1500,219954.04,373.02,0,0,0
388000,26365.9,284556.2,578468,157510,99.7000,99.3500,98.1000,94.4000,75.4000,0.2000,220097.99,372.88,0,0,0
390000,26505.9,284999.0,511396,157503,99.6500,99.0000,98.0500,94.3000,75.5000,0.0500,219882.46,373.30,0,0,0
392000,26641.7,278731.4,549668,157505,99.9500,99.4000,97.8500,93.7500,72.4500,0.0500,220908.79,370.89,0,0,0
394000,26779.9,284234.4,595444,157508,99.9000,99.3000,97.7500,94.3500,74.3000,0.0500,219930.26,371.56,0,0,0
396000,26920.2,281698.8,488408,157491,99.9000,99.5000,98.3000,94.1000,73.7000,0.1000,220624.09,370.89,0,0,0
398000,27056.5,280763.5,468952,157494,99.8000,99.3500,97.7500,94.3000,74.0500,0.1000,220756.44,371.37,0,0,0
400000,27193.7,283465.5,528836,157500,99.8500,99.4500,97.8000,94.5000,75.1500,0.0500,220472.85,372.80,0,0,0
402000,27329.1,282132.3,387744,157512,99.9000,99.3500,97.8500,94.2500,74.4500,0.0000,220372.66,375.17,0,0,0
404000,27466.1,279561.5,565152,157509,99.9500,99.3500,97.7500,93.8000,72.8000,0.2000,220685.82,373.52,0,0,0
406000,27601.8,281450.2,532668,157518,99.7500,99.2500,97.8000,94.3500,73.6000,0.1500,220669.77,373.46,0,0,0
408000,27739.5,283222.0,564128,157520,99.8500,99.4500,98.0000,94.0500,74.1500,0.1000,220055.90,375.29,0,0,0
410000,27877.0,283776.9,597364,157524,99.6500,99.0500,97.9000,94.4000,74.7500,0.3000,220397.96,372.66,0,0,0
412000,28014.2,278865.4,522168,157518,99.8000,99.4500,97.7500,93.6500,72.6000,0.0500,220885.72,372.43,0,0,0
414000,28150.7,283748.4,578092,157528,99.8500,99.4000,97.8500,93.4500,74.8000,0.0500,220336.07,371.46,0,0,0
416000,28286.5,280586.8,627960,157534,99.8000,99.5000,98.3500,94.1500,73.5500,0.2500,220979.66,374.79,0,0,0
418000,28424.2,283621.7,387544,157537,99.9000,99.5000,98.4000,94.7000,74.4500,0.0000,220635.75,371.10,0,0,0
420000,28563.5,284709.3,561504,157534,99.8000,99.3500,98.1000,94.9000,75.1000,0.2000,220724.97,372.69,0,0,0
422000,28701.6,283604.1,488608,157535,99.9000,99.5000,97.8500,94.3500,74.5500,0.1000,220226.56,376.83,0,0,0
424000,28838.4,279374.5,532872,157532,99.8000,99.2500,97.7500,94.2000,73.1500,0.1500,221223.98,372.86,0,0,0
426000,28976.3,283273.1,530840,157532,99.8500,99.5000,97.7500,93.8500,74.1000,0.3500,220548.72,374.46,0,0,0
428000,29113.2,282992.1,565376,157538,99.8500,99.6000,98.3000,94.0000,74.3000,0.1000,220512.08,374.64,0,0,0
430000,29253.9,285283.2,609896,157529,99.7500,99.2000,98.2000,94.5500,74.2500,0.3000,220252.17,376.34,0,0,0
432000,29407.1,281786.7,532252,157445,99.9500,99.4500,97.5500,93.9500,73.8500,0.1500,221086.67,369.93,0,0,0
