episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
110000,1076.5,218623.4,472024,870332,100.0000,99.0500,95.9000,86.8500,45.7000,0.0000,154044.95,382.20
112000,1097.3,218651.5,388080,869499,99.9000,98.7500,96.0500,86.9000,46.6500,0.0000,154269.60,383.17
114000,1117.6,217225.5,410844,869032,99.7500,98.8000,96.1500,86.8500,46.1000,0.0000,154610.38,380.46
116000,1137.7,216619.2,387200,868664,99.7000,98.9000,95.7000,85.4000,46.1500,0.0000,154252.24,387.48
118000,1157.1,216087.8,532888,868841,99.7500,98.9000,95.2000,86.1500,44.4000,0.1000,154515.43,382.37
120000,1176.0,214066.4,406296,869246,99.8000,99.0500,95.8000,85.7500,44.5000,0.0000,154697.20,386.01
122000,1195.3,219432.2,410308,869717,99.9500,98.9000,96.2500,87.3000,46.4000,0.0000,154425.42,383.52
124000,1214.3,216193.9,460484,870125,99.9000,98.8000,95.1500,85.4500,46.0500,0.1000,154713.62,383.42
126000,1233.3,219098.5,402396,870736,99.9000,98.7000,95.8000,85.5000,46.6000,0.0000,154422.67,384.74
128000,1252.3,217564.1,403152,871211,99.8500,98.5500,95.5500,86.2500,46.5500,0.0000,154628.21,383.96
130000,1271.3,217530.5,405384,871675,99.8000,99.1500,96.5000,87.6000,45.2500,0.0000,154780.28,384.28
132000,1290.3,215807.0,533960,872080,99.8500,98.8000,95.4000,86.6000,44.3500,0.0500,154914.47,385.51
134000,1309.3,216869.9,564936,872432,99.6500,98.7000,95.7000,85.9000,45.6000,0.1000,154934.51,383.89
136000,1329.3,218692.0,527144,872300,99.9000,99.2500,96.5500,87.0000,45.4500,0.0500,154888.61,384.93
138000,1348.2,216434.0,403476,872722,99.8000,99.1500,96.3000,86.8000,45.0000,0.0000,155045.31,385.57
140000,1366.4,216076.5,409716,873590,99.9500,99.2000,96.4500,86.4500,45.0000,0.0000,155208.06,384.75
142000,1385.1,213755.5,485028,873959,100.0000,99.5000,96.0500,85.9000,43.9500,0.1000,155388.66,385.23
144000,1403.9,216130.1,387772,874419,99.9000,99.1000,96.3500,86.9500,45.1000,0.0000,155133.79,387.29
146000,1422.5,216967.3,410968,875022,99.8500,99.0000,95.8500,87.0500,45.1500,0.0000,155111.44,386.98
148000,1441.5,219525.8,532956,875497,99.8500,99.3500,96.3000,86.2000,45.9500,0.1000,154877.16,386.31
150000,1460.6,215180.8,523660,875652,99.9000,98.8000,95.1500,85.5000,45.1500,0.1500,155400.99,385.57
152000,1479.1,217578.6,534632,876329,99.8000,98.9000,96.0000,87.5000,44.7000,0.0500,155521.59,385.50
154000,1497.8,222034.3,499792,877042,99.7500,98.9000,96.2500,86.9000,48.0500,0.0500,155095.57,383.51
156000,1516.2,217810.6,533408,877717,99.7500,98.8000,95.9000,86.9000,45.8500,0.0500,155446.92,385.51
