episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
202000,3801.8,237462.2,406736,488040,99.7500,98.8000,96.5500,88.1500,54.2500,0.0000,177475.04,395.56
204000,3839.2,238101.5,486252,488118,99.6000,98.8500,96.9000,88.6500,55.3500,0.0500,177763.90,396.49
206000,3877.2,236203.6,468068,488087,99.7000,99.0000,95.0500,86.8500,55.8000,0.0500,177407.07,400.13
208000,3914.4,232290.9,387208,488089,99.4500,98.8000,95.7500,87.9500,52.5500,0.0000,177941.97,397.18
210000,3951.2,234675.5,528476,488184,99.5500,98.6500,95.6000,88.1000,53.9500,0.0500,177627.03,399.36
212000,3987.9,237867.0,387816,488338,99.6000,98.7000,96.8500,89.2500,55.2000,0.0000,177653.47,399.58
214000,4025.9,240366.7,533228,488380,99.8500,99.1000,96.5500,90.0000,56.6000,0.1000,177621.61,396.96
216000,4065.2,238624.4,466384,488246,99.7500,99.0500,96.6500,88.8500,54.8500,0.0500,177393.65,398.49
218000,4103.6,240475.8,386172,488244,99.6500,98.8000,95.8500,89.6000,56.2000,0.0000,177672.87,393.31
220000,4141.1,239487.5,387724,488331,99.4500,98.7500,96.4000,88.7000,55.8000,0.0000,177648.99,395.36
222000,4178.9,236650.0,500940,488330,99.6500,98.8000,95.9500,88.8000,55.5500,0.0500,177828.83,401.29
224000,4216.0,237209.0,439524,488422,99.9000,99.5000,96.8500,90.1500,53.9500,0.0000,178104.92,396.14
226000,4253.8,237256.7,417740,488439,99.7500,99.3500,96.6000,88.9500,55.1500,0.0000,178040.81,395.74
228000,4292.9,237553.4,415148,488309,99.7500,98.9500,97.0000,89.9500,54.8500,0.0000,178314.40,390.86
230000,4328.9,235108.3,488692,488492,99.6500,98.9000,95.7500,88.5000,52.9000,0.0500,178024.31,394.99
232000,4365.2,236607.9,523288,488669,99.8000,99.1000,96.3500,87.8000,54.2000,0.0500,177889.15,397.99
234000,4401.7,237970.6,405104,488839,99.7000,98.9000,96.6500,89.4000,54.5000,0.0000,177928.75,397.80
236000,4438.2,238342.2,418356,488998,99.7000,98.8000,95.9500,88.5500,56.2000,0.0000,177792.93,397.69
238000,4473.7,236967.5,410432,489259,99.8000,98.8000,96.1000,88.3000,54.8000,0.0000,178098.37,395.91
240000,4509.3,237389.2,386808,489514,99.8000,99.0500,96.3500,89.1000,54.2000,0.0000,177983.78,399.10
242000,4544.6,235867.7,503032,489758,99.8000,98.9000,95.7500,88.0500,54.1500,0.0500,178106.85,393.94
244000,4580.5,237979.6,565984,489982,99.6500,98.7000,96.4000,88.8000,54.8500,0.0500,178154.30,395.45
246000,4616.1,235264.1,388456,490178,99.5000,98.7000,95.3500,88.2000,54.0000,0.0000,178275.76,395.21
248000,4652.5,238945.7,417268,490348,99.7500,98.9000,96.6500,88.4500,56.0000,0.0000,178005.45,396.90
250000,4687.8,237077.7,387092,490609,99.7000,98.9000,96.7000,90.1500,53.2500,0.0000,178067.09,397.52
252000,4723.2,233331.9,490576,490787,99.6000,99.0500,95.9500,87.8000,53.5000,0.0500,178535.39,396.77
254000,4758.8,231397.2,396844,490925,99.7000,99.0500,96.2500,86.3500,53.3500,0.0000,178724.89,395.03
256000,4797.3,235167.8,397024,490809,99.6000,98.7000,95.4000,88.3000,53.5500,0.0000,178268.87,396.63
258000,4834.1,231518.2,532968,490822,99.6500,98.3500,95.8000,87.2000,52.6000,0.0500,178330.68,401.72
260000,4871.9,239553.1,409920,490848,99.6500,98.9500,96.5500,90.1000,55.9000,0.0000,178226.66,397.85
262000,4910.0,235734.3,402496,490792,99.8500,99.0500,95.9500,88.0500,54.0000,0.0000,178134.60,398.23
