score,max_tile,moves
175780,8192,7337
341964,16384,12974
284656,16384,10870
176588,8192,7411
21860,1024,1287
167592,8192,6932
166484,8192,6865
363092,16384,13716
177120,8192,7409
381276,16384,14543
360476,16384,13534
343152,16384,13052
363240,16384,13749
341208,16384,12920
362620,16384,13706
157312,8192,6542
362380,16384,13675
139612,8192,5890
376572,16384,14318
380916,16384,14519
285432,16384,10857
362464,16384,13687
132668,8192,5568
382008,16384,14604
378440,16384,14481
284516,16384,10804
109176,8192,4459
377980,16384,14413
357876,16384,13497
341388,16384,12946
330076,16384,12323
380760,16384,14465
177232,8192,7442
284652,16384,10807
245404,16384,9258
367120,16384,13986
225352,16384,8317
341324,16384,12973
355932,16384,13362
177332,8192,7467
341304,16384,12932
284824,16384,10836
337916,16384,12715
362548,16384,13707
289756,16384,11126
289328,16384,11079
315776,16384,11807
340708,16384,12915
237228,16384,8886
128404,8192,5332
287968,16384,10991
372612,16384,14092
244448,16384,9204
342392,16384,13021
359184,16384,13584
342484,16384,13059
326772,16384,12317
365924,16384,13848
331700,16384,12476
171480,8192,7090
290596,16384,11204
173364,8192,7236
324200,16384,12165
112032,8192,4580
384572,16384,14702
286472,16384,10963
287896,16384,10982
378028,16384,14374
340588,16384,12877
367060,16384,13988
340776,16384,12853
340212,16384,12809
360800,16384,13600
59024,4096,2737
330740,16384,12408
364868,16384,13797
290656,16384,11218
284736,16384,10811
175664,8192,7365
176776,8192,7394
171580,8192,7118
338964,16384,12825
177220,8192,7439
362484,16384,13681
341052,16384,12896
367396,16384,13996
76380,4096,3478
355648,16384,13345
340736,16384,12878
322744,16384,12093
364584,16384,13772
176480,8192,7384
333488,16384,12544
372400,16384,14077
238716,16384,8959
362340,16384,13678
365212,16384,13848
367244,16384,14006
332236,16384,12499
327940,16384,12335
381472,16384,14578
341236,16384,12908
362780,16384,13713
241532,16384,9038
292532,16384,11294
362224,16384,13670
333836,16384,12607
361416,16384,13613
261316,16384,9776
132788,8192,5549
358436,16384,13511
357976,16384,13494
352232,16384,13123
354496,16384,13306
176368,8192,7351
318140,16384,11854
376388,16384,14275
354264,16384,13281
177232,8192,7438
342532,16384,13052
147436,8192,6041
376148,16384,14254
89408,4096,4174
364588,16384,13787
343036,16384,13048
244076,16384,9191
342308,16384,12996
338212,16384,12735
243360,16384,9171
278964,16384,10540
366324,16384,13896
177220,8192,7453
333988,16384,12585
337032,16384,12645
177388,8192,7483
367096,16384,13962
367944,16384,14013
118540,8192,4814
340396,16384,12848
177044,8192,7444
132860,8192,5583
172620,8192,7183
175196,8192,7330
352564,16384,13187
132884,8192,5568
366044,16384,13909
285188,16384,10880
365016,16384,13810
289724,16384,11134
366944,16384,13959
354320,16384,13294
377640,16384,14408
168600,8192,7040
333840,16384,12590
168252,8192,7003
176308,8192,7368
317980,16384,11910
380612,16384,14461
330296,16384,12409
268424,16384,10082
104560,8192,4268
74932,4096,3452
362704,16384,13699
137668,8192,5775
265808,16384,9959
380936,16384,14521
377400,16384,14356
380948,16384,14470
255104,16384,9760
286216,16384,10925
333256,16384,12521
176728,8192,7428
338852,16384,12781
339024,16384,12787
270232,16384,10213
342388,16384,13004
315548,16384,11729
338568,16384,12765
367204,16384,13980
245504,8192,9985
122248,8192,5017
290296,16384,11181
168068,8192,6945
329992,16384,12337
373256,16384,14104
376332,16384,14303
363796,16384,13796
340604,16384,12895
353564,16384,13234
289720,16384,11113
34004,2048,1759
290428,16384,11165
508828,32768,17643
338164,16384,12728
136456,8192,5808
334520,16384,12586
176984,8192,7424
368596,16384,14056
337308,16384,12757
328288,16384,12244
339464,16384,12850
128688,8192,5367
366672,16384,13966
177660,8192,7480
339112,16384,12776
290432,16384,11194
78188,4096,3611
381180,16384,14511
339252,16384,12832
53172,4096,2477
381232,16384,14509
327140,16384,12409
342708,16384,13029
325184,16384,12224
333952,16384,12566
354840,16384,13334
338944,16384,12799
382096,16384,14548
372532,16384,14093
387532,16384,14961
342084,16384,13001
132820,8192,5573
376040,16384,14258
385336,16384,14792
288232,16384,11022
279672,16384,10617
288028,16384,11010
290092,16384,11156
367064,16384,13941
386060,16384,14784
321984,16384,12042
289668,16384,11087
318948,16384,11892
321920,16384,12079
177312,8192,7458
373976,16384,14152
8740,512,610
284832,16384,10834
177544,8192,7446
365380,16384,13885
79796,4096,3675
317872,16384,11883
175188,8192,7296
245192,16384,9223
333608,16384,12564
333568,16384,12527
39132,2048,2039
281428,16384,10703
289896,16384,11161
365236,16384,13870
365772,16384,13921
177096,8192,7414
28988,2048,1535
175616,8192,7346
172036,8192,7121
171616,8192,7124
342748,16384,13025
356752,16384,13422
362996,16384,13698
168736,8192,7045
340768,16384,12851
352040,16384,13125
357744,16384,13451
83988,4096,3925
361584,16384,13656
376404,16384,14287
373872,16384,14187
362848,16384,13668
374332,16384,14219
55072,4096,2502
176636,8192,7401
374084,16384,14190
236604,16384,8831
341000,16384,12944
60488,4096,2812
378556,16384,14493
244012,16384,9142
342524,16384,13007
70484,4096,3196
375756,16384,14263
77984,4096,3560
359048,16384,13538
172784,8192,7154
322740,16384,12044
383036,16384,14638
359032,16384,13597
364448,16384,13740
322804,16384,12092
338348,16384,12763
337620,16384,12772
246420,16384,9358
177476,8192,7456
337684,16384,12725
362452,16384,13664
290536,16384,11194
333232,16384,12524
151696,8192,6244
349692,16384,13296
264932,16384,9983
284560,16384,10800
366284,16384,13874
357952,16384,13500
317292,16384,11794
287748,16384,10940
339044,16384,12808
322808,16384,12093
368712,16384,14032
83016,4096,3873
176352,8192,7346
174076,8192,7235
338344,16384,12761
361552,16384,13634
80420,4096,3719
285696,16384,10881
354152,16384,13258
177204,8192,7435
174796,8192,7262
362528,16384,13677
382776,16384,14585
339224,16384,12852
342320,16384,13003
37744,2048,1965
326960,16384,12314
166036,8192,6991
364496,16384,13801
188924,8192,7722
288852,16384,11056
157032,8192,6490
176172,8192,7356
322520,16384,12065
290324,16384,11162
332308,16384,12472
217872,16384,7983
374212,16384,14220
218160,16384,8022
380512,16384,14445
168348,8192,7010
329720,16384,12308
177256,8192,7448
175300,8192,7319
334216,16384,12592
174608,8192,7274
177240,8192,7440
269692,16384,10197
347124,16384,13040
176508,8192,7386
356524,16384,13383
341200,16384,12917
362936,16384,13698
271660,16384,10331
177264,8192,7451
363224,16384,13745
338976,16384,12798
372604,16384,14094
37872,2048,1979
382620,16384,14625
352996,16384,13203
141136,8192,5972
290248,16384,11174
80696,4096,3740
364500,16384,13767
174828,8192,7292
140996,8192,5915
322884,16384,12109
365272,16384,13846
173208,8192,7221
354372,16384,13312
290448,16384,11167
354624,16384,13307
132980,8192,5597
165328,8192,6820
320420,16384,11961
270412,16384,10255
337912,16384,12732
332100,16384,12432
367304,16384,14013
321540,16384,11962
326540,16384,12289
175576,8192,7360
270388,16384,10247
147848,8192,6044
316868,16384,11729
342204,16384,12974
127276,8192,5254
290688,16384,11198
339016,16384,12814
175096,8192,7294
342768,16384,12983
80396,4096,3715
374260,16384,14189
363236,16384,13735
338228,16384,12775
312060,16384,11515
21768,1024,1282
375632,16384,14254
366444,16384,13910
264676,16384,9897
153372,8192,6295
372352,16384,14038
284176,16384,10805
289888,16384,11155
377292,16384,14354
377240,16384,14374
382620,16384,14646
173844,8192,7237
383300,16384,14672
326120,16384,12281
342028,16384,12929
176876,8192,7402
243684,16384,9137
381656,16384,14576
46208,4096,2011
352448,16384,13164
381128,16384,14563
355232,16384,13379
362220,16384,13686
382484,16384,14612
329444,16384,12324
336632,16384,12654
358232,16384,13508
358148,16384,13500
381748,16384,14623
329992,16384,12339
336104,16384,12666
366828,16384,13898
277084,16384,10434
128608,8192,5320
362532,16384,13684
131472,8192,5506
171608,8192,7121
285588,16384,10917
373020,16384,14086
355916,16384,13311
385332,16384,14748
178772,8192,7510
375392,16384,14295
312088,16384,11522
358628,16384,13512
35780,2048,1835
331644,16384,12426
339360,16384,12855
290392,16384,11157
336748,16384,12651
130840,8192,5402
337516,16384,12726
74604,4096,3394
177224,8192,7436
327956,16384,12368
342972,16384,13043
374980,16384,14239
