score,max_tile,moves
385664,16384,14811
375984,16384,14294
377608,16384,14396
387372,16384,14916
290464,16384,11174
341020,16384,12876
381528,16384,14532
381728,16384,14577
377276,16384,14380
366952,16384,13913
333344,16384,12534
173196,8192,7214
380844,16384,14503
384988,16384,14698
383568,16384,14727
288132,16384,11027
385656,16384,14816
383216,16384,14715
377852,16384,14398
367172,16384,13966
585736,32768,20481
387268,16384,14912
385604,16384,14827
381184,16384,14506
289684,16384,11103
310920,16384,11532
382640,16384,14647
381360,16384,14539
585792,32768,20538
382936,16384,14617
381616,16384,14570
381208,16384,14490
384016,16384,14727
384736,16384,14696
387064,16384,14881
385140,16384,14705
342956,16384,13033
326220,16384,12301
366244,16384,13927
383108,16384,14640
177408,8192,7483
385532,16384,14778
387228,16384,14867
390140,16384,15007
321956,16384,12031
379628,16384,14502
377476,16384,14363
288792,16384,11050
383352,16384,14684
381316,16384,14497
381260,16384,14521
329928,16384,12340
386272,16384,14791
290428,16384,11161
386248,16384,14832
342196,16384,12977
376620,16384,14329
285388,16384,10847
382316,16384,14602
290488,16384,11163
385028,16384,14800
313928,16384,11640
363100,16384,13713
383204,16384,14652
378056,16384,14433
385856,16384,14841
378316,16384,14450
386336,16384,14840
382872,16384,14568
289536,16384,11067
333872,16384,12554
383272,16384,14665
342720,16384,13018
342836,16384,13008
365532,16384,13878
531280,32768,18462
