score,max_tile,moves
338960,16384,12803
382992,16384,14626
365296,16384,13837
338796,16384,12881
382228,16384,14528
383996,16384,14702
338208,16384,12740
167796,8192,6995
381460,16384,14564
342512,16384,12967
365660,16384,13878
366312,16384,13913
387092,16384,14886
342796,16384,12994
371916,16384,14063
358032,16384,13475
374872,16384,14261
333256,16384,12455
289504,16384,11080
386728,16384,14872
383328,16384,14630
339980,16384,12793
362828,16384,13714
364628,16384,13765
381264,16384,14516
362624,16384,13711
340792,16384,12909
340300,16384,12830
366652,16384,13890
341344,16384,12935
382536,16384,14605
385340,16384,14766
319528,16384,12008
288692,16384,11049
343020,16384,13050
376512,16384,14314
385228,16384,14833
375564,16384,14271
21728,1024,1271
360920,16384,13579
341900,16384,12962
288608,16384,11028
342968,16384,13006
385464,16384,14813
289944,16384,11111
385196,16384,14779
385216,16384,14751
383340,16384,14677
341796,16384,12966
381160,16384,14494
377980,16384,14441
333892,16384,12560
378244,16384,14449
157016,8192,6481
376232,16384,14272
376172,16384,14341
366064,16384,13868
382320,16384,14566
385148,16384,14734
384780,16384,14742
341432,16384,12925
382268,16384,14559
341300,16384,12939
333672,16384,12539
354392,16384,13300
177076,8192,7403
384880,16384,14679
341816,16384,12951
377508,16384,14374
367560,16384,14016
175484,8192,7359
382384,16384,14584
315232,16384,11719
385332,16384,14747
342960,16384,13031
155348,8192,6378
362272,16384,13644
378384,16384,14468
380080,16384,14503
363196,16384,13726
381236,16384,14551
384884,16384,14744
286680,16384,10980
384912,16384,14712
384468,16384,14710
288560,16384,11051
340000,16384,12918
334056,16384,12580
341232,16384,12959
363864,16384,13776
378040,16384,14460
367144,16384,13961
384708,16384,14705
246176,16384,9358
375072,16384,14280
358056,16384,13481
380756,16384,14481
374448,16384,14202
384560,16384,14699
373808,16384,14154
379240,16384,14552
173424,8192,7242
365232,16384,13839
366436,16384,13925
367076,16384,13961
341412,16384,12970
356164,16384,13368
383300,16384,14676
377596,16384,14382
177296,8192,7460
381504,16384,14544
380844,16384,14490
338528,16384,12866
270560,16384,10278
377748,16384,14387
286664,16384,10944
323156,16384,12175
378456,16384,14468
336856,16384,12662
289108,16384,11090
337332,16384,12696
320804,16384,11959
378300,16384,14446
366980,16384,13967
373032,16384,14090
175540,8192,7367
383348,16384,14680
385652,16384,14775
378168,16384,14413
342764,16384,13002
367072,16384,13959
532888,32768,18646
385024,16384,14720
241472,16384,9019
358252,16384,13525
383460,16384,14706
367072,16384,13943
379196,16384,14505
381512,16384,14542
176624,8192,7415
383032,16384,14652
342396,16384,13021
383156,16384,14681
366900,16384,13900
342856,16384,13059
80864,4096,3769
366624,16384,13959
280580,16384,10606
383088,16384,14630
384396,16384,14742
386468,16384,14829
337300,16384,12693
367148,16384,13962
366420,16384,13930
376732,16384,14359
340944,16384,12922
386940,16384,14873
112132,8192,4605
315680,16384,11783
378504,16384,14492
341504,16384,12937
381488,16384,14518
378320,16384,14461
366932,16384,13952
384984,16384,14699
381612,16384,14554
281420,16384,10702
342876,16384,13014
153344,8192,6315
338820,16384,12768
354256,16384,13284
383312,16384,14661
337604,16384,12719
332444,16384,12509
171708,8192,7129
290316,16384,11154
341940,16384,12947
287568,16384,10948
381132,16384,14499
132988,8192,5594
276084,16384,10414
342944,16384,13044
342960,16384,13035
361456,16384,13632
367568,16384,13997
382468,16384,14597
382256,16384,14583
176644,8192,7408
342972,16384,13021
323200,16384,12158
383064,16384,14656
372336,16384,14087
341188,16384,12896
109932,8192,4506
381656,16384,14564
366960,16384,13914
288844,16384,11059
286832,16384,10991
367196,16384,13973
384892,16384,14758
363000,16384,13736
289880,16384,11153
385568,16384,14774
385592,16384,14792
168264,8192,6995
342764,16384,13033
317992,16384,11834
384060,16384,14733
177144,8192,7421
286136,16384,10857
385492,16384,14785
339236,16384,12857
381380,16384,14532
382780,16384,14612
376024,16384,14245
377504,16384,14392
79864,4096,3693
378248,16384,14416
386508,16384,14834
342952,16384,13034
290536,16384,11176
362464,16384,13710
343372,16384,13078
343100,16384,13071
383352,16384,14648
362444,16384,13678
322928,16384,12106
380804,16384,14468
385072,16384,14746
342692,16384,13017
338340,16384,12787
383116,16384,14659
333568,16384,12533
176664,8192,7412
363064,16384,13714
383004,16384,14593
338972,16384,12801
376496,16384,14344
368276,16384,14052
290500,16384,11216
341884,16384,12958
289760,16384,11118
280920,16384,10665
367112,16384,13952
385916,16384,14798
289852,16384,11133
342928,16384,13044
340324,16384,12868
358172,16384,13505
383320,16384,14695
341264,16384,12931
363136,16384,13727
338536,16384,12805
339240,16384,12857
374248,16384,14200
175676,8192,7357
326872,16384,12337
341932,16384,12962
286380,16384,10922
381752,16384,14600
363388,16384,13785
333184,16384,12511
367076,16384,13948
367272,16384,13993
385468,16384,14805
378468,16384,14454
367296,16384,13998
380996,16384,14498
336692,16384,12617
339128,16384,12829
377344,16384,14349
366072,16384,13881
378280,16384,14458
285672,16384,10874
362076,16384,13631
362168,16384,13657
334616,16384,12617
358292,16384,13519
341572,16384,13004
339540,16384,12818
173300,8192,7224
366356,16384,13891
341292,16384,12939
367272,16384,14008
377508,16384,14348
342912,16384,13027
383952,16384,14750
366608,16384,13943
378304,16384,14442
286828,16384,10985
334052,16384,12587
384236,16384,14718
290388,16384,11155
380940,16384,14463
333856,16384,12552
387124,16384,14895
338920,16384,12777
51344,4096,2324
625964,32768,22106
355248,16384,13403
374008,16384,14190
176728,8192,7425
380664,16384,14498
378368,16384,14479
342936,16384,13029
375916,16384,14298
366588,16384,13929
381584,16384,14562
330300,16384,12382
173240,8192,7224
326912,16384,12352
383428,16384,14720
381544,16384,14536
344784,16384,13171
333884,16384,12537
575132,32768,19909
363244,16384,13754
381692,16384,14547
373380,16384,14104
387272,16384,14896
333968,16384,12579
281920,16384,10734
342916,16384,13023
374328,16384,14201
343080,16384,13086
383216,16384,14668
354288,16384,13292
333656,16384,12515
367064,16384,13952
383472,16384,14670
386444,16384,14818
383188,16384,14644
375832,16384,14273
357536,16384,13463
357864,16384,13465
246492,16384,9350
357536,16384,13480
382436,16384,14588
385508,16384,14806
340264,16384,12841
365376,16384,13840
378264,16384,14443
381996,16384,14571
374048,16384,14173
363144,16384,13742
380808,16384,14498
377636,16384,14414
168096,8192,6969
337032,16384,12705
382848,16384,14619
176552,8192,7397
289576,16384,11082
385580,16384,14789
367192,16384,13972
383100,16384,14622
177316,8192,7464
386476,16384,14826
288464,16384,11013
177348,8192,7467
381160,16384,14581
289744,16384,11149
330356,16384,12391
342692,16384,13015
384336,16384,14722
377684,16384,14339
343388,16384,13109
176128,8192,7362
356684,16384,13393
375640,16384,14299
290440,16384,11170
381508,16384,14558
177328,8192,7466
323828,16384,12148
380324,16384,14549
378680,16384,14492
571020,32768,19830
385236,16384,14757
290056,16384,11179
366748,16384,13906
382668,16384,14630
156156,8192,6436
361164,16384,13572
281884,16384,10738
177292,8192,7453
341408,16384,12918
373980,16384,14152
290484,16384,11179
385600,16384,14820
317856,16384,11879
382428,16384,14583
340224,16384,12860
380580,16384,14462
366540,16384,13921
374144,16384,14196
290320,16384,11152
383264,16384,14709
377692,16384,14402
246024,16384,9318
334164,16384,12611
386888,16384,14821
283876,16384,10867
342200,16384,12946
343264,16384,13110
290500,16384,11184
290172,16384,11149
385568,16384,14795
278652,16384,10543
286384,16384,10957
377568,16384,14316
575256,32768,19968
314288,16384,11690
368748,16384,14041
342644,16384,12992
176196,8192,7361
378404,16384,14456
341416,16384,12953
378240,16384,14431
281736,16384,10738
358196,16384,13513
383360,16384,14671
374968,16384,14254
378700,16384,14501
333912,16384,12568
340016,16384,12871
385680,16384,14803
382596,16384,14624
172888,8192,7185
380720,16384,14475
341124,16384,12930
290240,16384,11167
383472,16384,14699
384672,16384,14690
344680,16384,13133
362456,16384,13688
132176,8192,5525
363820,16384,13836
358176,16384,13506
384788,16384,14720
382484,16384,14533
385224,16384,14736
322780,16384,12081
340928,16384,12958
382692,16384,14627
363648,16384,13807
338804,16384,12784
367968,16384,14038
280508,16384,10653
260292,16384,9693
380636,16384,14454
383568,16384,14691
342616,16384,13010
386316,16384,14802
342916,16384,13056
343208,16384,13079
338792,16384,12773
365344,16384,13846
326716,16384,12333
380904,16384,14516
378528,16384,14454
342748,16384,12985
338868,16384,12763
177180,8192,7417
340288,16384,12810
290272,16384,11174
334008,16384,12594
286564,16384,10920
366480,16384,13940
290436,16384,11162
381024,16384,14479
177264,8192,7451
384748,16384,14719
382464,16384,14596
580016,32768,20172
378348,16384,14459
383268,16384,14668
367300,16384,13999
342816,16384,12999
289840,16384,11151
378460,16384,14485
366784,16384,13916
382424,16384,14590
289992,16384,11184
341256,16384,12929
382152,16384,14573
383300,16384,14666
383120,16384,14654
383284,16384,14708
343072,16384,13014
342164,16384,12995
74764,4096,3391
341308,16384,12944
269652,16384,10182
377692,16384,14377
365576,16384,13845
366240,16384,13881
270452,16384,10256
332148,16384,12444
290480,16384,11179
340408,16384,12905
338992,16384,12811
367196,16384,13952
342000,16384,12956
377960,16384,14378
386576,16384,14851
175536,8192,7351
377504,16384,14375
383992,16384,14671
268732,16384,10139
333720,16384,12549
363316,16384,13760
168316,8192,6989
339064,16384,12824
382740,16384,14577
358220,16384,13517
333720,16384,12549
284236,16384,10786
381752,16384,14579
383264,16384,14663
342728,16384,13025
372520,16384,14090
377404,16384,14334
340716,16384,12906
363076,16384,13708
365336,16384,13829
290056,16384,11185
383000,16384,14649
377636,16384,14391
381864,16384,14585
289364,16384,11078
384724,16384,14703
578312,32768,20109
341824,16384,12959
330148,16384,12344
366932,16384,13940
361940,16384,13695
310392,16384,11485
378472,16384,14484
382252,16384,14565
366096,16384,13884
342396,16384,13018
361960,16384,13621
286260,16384,10905
280348,16384,10611
341296,16384,12939
342156,16384,12976
342196,16384,12968
381016,16384,14529
176428,8192,7361
385624,16384,14826
339084,16384,12835
366340,16384,13920
177096,8192,7408
385524,16384,14780
365920,16384,13828
339812,16384,12889
382956,16384,14590
326104,16384,12261
333592,16384,12529
382916,16384,14619
383108,16384,14672
341956,16384,12947
366320,16384,13910
362524,16384,13701
374232,16384,14197
384492,16384,14694
363440,16384,13768
288632,16384,11037
342196,16384,12967
338984,16384,12813
376820,16384,14342
336012,16384,12569
381312,16384,14544
386420,16384,14813
374464,16384,14207
376368,16384,14279
384792,16384,14726
387264,16384,14895
225384,16384,8325
343240,16384,13104
366956,16384,13913
345972,16384,13168
366188,16384,13846
366428,16384,13942
374320,16384,14219
381332,16384,14551
17048,1024,1028
173228,8192,7193
339848,16384,12875
339300,16384,12804
355180,16384,13353
382616,16384,14609
168876,8192,7061
383412,16384,14668
176908,8192,7400
358064,16384,13484
289796,16384,11142
290276,16384,11126
246240,16384,9336
382944,16384,14628
376416,16384,14331
378512,16384,14482
386400,16384,14806
377696,16384,14387
620288,32768,21822
365348,16384,13827
322760,16384,12082
342772,16384,12993
341288,16384,12933
333676,16384,12523
177312,8192,7447
341588,16384,12963
363116,16384,13717
366968,16384,13963
341124,16384,12891
365840,16384,13907
333264,16384,12974
341548,16384,12954
326696,16384,12293
333680,16384,12556
176656,8192,7410
364716,16384,13815
36516,2048,1907
172932,8192,7179
339068,16384,12829
342664,16384,13008
365980,16384,13851
385648,16384,14810
246040,16384,9280
382340,16384,14559
386832,16384,14850
381808,16384,14570
288016,16384,10995
384600,16384,14727
284252,16384,10804
382044,16384,14551
367144,16384,13972
365324,16384,13838
382504,16384,14619
383080,16384,14639
374404,16384,14224
341116,16384,12890
366864,16384,13954
379836,16384,14505
364004,16384,13820
341148,16384,12885
266484,16384,10053
381620,16384,14566
357356,16384,13454
290508,16384,11203
365212,16384,13802
387160,16384,14868
381064,16384,14561
342000,16384,12927
385188,16384,14743
341336,16384,12949
288080,16384,11027
281544,16384,10701
381952,16384,14602
341272,16384,12977
366640,16384,13919
383340,16384,14681
291836,16384,11253
363296,16384,13736
288264,16384,11024
383336,16384,14681
322984,16384,12093
157004,8192,6510
356352,16384,13387
334232,16384,12644
377720,16384,14413
330552,16384,12412
363460,16384,13802
363312,16384,13754
339016,16384,12818
380372,16384,14443
342264,16384,12973
377424,16384,14338
367340,16384,13982
556568,32768,19498
289660,16384,11115
354432,16384,13296
341244,16384,12914
383188,16384,14656
280308,16384,10634
532588,32768,18587
343024,16384,13051
340848,16384,12871
385320,16384,14794
333744,16384,12572
385012,16384,14700
367164,16384,13997
338112,16384,12740
609864,32768,21438
381676,16384,14527
266512,16384,10051
384648,16384,14736
376068,16384,14335
378404,16384,14460
341060,16384,12919
378532,16384,14487
382256,16384,14556
281152,16384,10683
381236,16384,14508
76524,4096,3507
333020,16384,12466
366872,16384,13942
385328,16384,14778
383268,16384,14664
342156,16384,12958
383020,16384,14622
263216,16384,9848
380872,16384,14514
290660,16384,11206
177364,8192,7476
365720,16384,13917
530880,32768,18510
366916,16384,14015
377980,16384,14397
339140,16384,12800
175500,8192,7325
376412,16384,14286
378460,16384,14450
383468,16384,14701
328756,16384,12283
177224,8192,7446
344788,16384,13089
380896,16384,14499
383008,16384,14620
342260,16384,12984
382020,16384,14575
383308,16384,14668
366224,16384,13887
334076,16384,12605
290420,16384,11164
338492,16384,12735
377156,16384,14369
376064,16384,14266
367244,16384,13990
288760,16384,11058
322956,16384,12146
269616,16384,10183
381736,16384,14552
177036,8192,7410
378748,16384,14510
342836,16384,13020
384984,16384,14745
289940,16384,11172
339912,16384,12913
366888,16384,13897
366680,16384,13905
176320,8192,7355
378140,16384,14406
36532,2048,1900
362740,16384,13692
290172,16384,11150
177116,8192,7414
176608,8192,7411
342492,16384,13041
367060,16384,13902
389584,16384,14926
382612,16384,14616
564656,32768,19436
376652,16384,14306
366348,16384,13890
363212,16384,13729
382324,16384,14560
338408,16384,12766
382348,16384,14562
322764,16384,12083
357148,16384,13423
378152,16384,14409
366188,16384,13915
362780,16384,13735
367156,16384,13983
176704,8192,7434
366880,16384,13947
322396,16384,12098
133012,8192,5592
335808,16384,12739
362320,16384,13630
381680,16384,14567
381360,16384,14547
290376,16384,11148
353092,16384,13260
363792,16384,13762
381752,16384,14584
